actor_id,emotion,word,gender,age,filename,dataset
OAF,Fear,lean,female,Old,OAF_lean_fear.wav,TESS
OAF,Fear,wire,female,Old,OAF_wire_fear.wav,TESS
OAF,Fear,hate,female,Old,OAF_hate_fear.wav,TESS
OAF,Fear,base,female,Old,OAF_base_fear.wav,TESS
OAF,Fear,gap,female,Old,OAF_gap_fear.wav,TESS
OAF,Fear,take,female,Old,OAF_take_fear.wav,TESS
OAF,Fear,sheep,female,Old,OAF_sheep_fear.wav,TESS
OAF,Fear,vine,female,Old,OAF_vine_fear.wav,TESS
OAF,Fear,ring,female,Old,OAF_ring_fear.wav,TESS
OAF,Fear,burn,female,Old,OAF_burn_fear.wav,TESS
OAF,Fear,goose,female,Old,OAF_goose_fear.wav,TESS
OAF,Fear,when,female,Old,OAF_when_fear.wav,TESS
OAF,Fear,deep,female,Old,OAF_deep_fear.wav,TESS
OAF,Fear,neat,female,Old,OAF_neat_fear.wav,TESS
OAF,Fear,turn,female,Old,OAF_turn_fear.wav,TESS
OAF,Fear,back,female,Old,OAF_back_fear.wav,TESS
OAF,Fear,date,female,Old,OAF_date_fear.wav,TESS
OAF,Fear,live,female,Old,OAF_live_fear.wav,TESS
OAF,Fear,mode,female,Old,OAF_mode_fear.wav,TESS
OAF,Fear,whip,female,Old,OAF_whip_fear.wav,TESS
OAF,Fear,lore,female,Old,OAF_lore_fear.wav,TESS
OAF,Fear,rag,female,Old,OAF_rag_fear.wav,TESS
OAF,Fear,kite,female,Old,OAF_kite_fear.wav,TESS
OAF,Fear,fall,female,Old,OAF_fall_fear.wav,TESS
OAF,Fear,cool,female,Old,OAF_cool_fear.wav,TESS
OAF,Fear,dime,female,Old,OAF_dime_fear.wav,TESS
OAF,Fear,tell,female,Old,OAF_tell_fear.wav,TESS
OAF,Fear,soap,female,Old,OAF_soap_fear.wav,TESS
OAF,Fear,witch,female,Old,OAF_witch_fear.wav,TESS
OAF,Fear,long,female,Old,OAF_long_fear.wav,TESS
OAF,Fear,reach,female,Old,OAF_reach_fear.wav,TESS
OAF,Fear,mess,female,Old,OAF_mess_fear.wav,TESS
OAF,Fear,shout,female,Old,OAF_shout_fear.wav,TESS
OAF,Fear,keen,female,Old,OAF_keen_fear.wav,TESS
OAF,Fear,shack,female,Old,OAF_shack_fear.wav,TESS
OAF,Fear,thumb,female,Old,OAF_thumb_fear.wav,TESS
OAF,Fear,bite,female,Old,OAF_bite_fear.wav,TESS
OAF,Fear,near,female,Old,OAF_near_fear.wav,TESS
OAF,Fear,wife,female,Old,OAF_wife_fear.wav,TESS
OAF,Fear,red,female,Old,OAF_red_fear.wav,TESS
OAF,Fear,five,female,Old,OAF_five_fear.wav,TESS
OAF,Fear,vote,female,Old,OAF_vote_fear.wav,TESS
OAF,Fear,team,female,Old,OAF_team_fear.wav,TESS
OAF,Fear,puff,female,Old,OAF_puff_fear.wav,TESS
OAF,Fear,check,female,Old,OAF_check_fear.wav,TESS
OAF,Fear,germ,female,Old,OAF_germ_fear.wav,TESS
OAF,Fear,juice,female,Old,OAF_juice_fear.wav,TESS
OAF,Fear,make,female,Old,OAF_make_fear.wav,TESS
OAF,Fear,rush,female,Old,OAF_rush_fear.wav,TESS
OAF,Fear,chalk,female,Old,OAF_chalk_fear.wav,TESS
OAF,Fear,hush,female,Old,OAF_hush_fear.wav,TESS
OAF,Fear,tire,female,Old,OAF_tire_fear.wav,TESS
OAF,Fear,king,female,Old,OAF_king_fear.wav,TESS
OAF,Fear,shawl,female,Old,OAF_shawl_fear.wav,TESS
OAF,Fear,said,female,Old,OAF_said_fear.wav,TESS
OAF,Fear,hit,female,Old,OAF_hit_fear.wav,TESS
OAF,Fear,size,female,Old,OAF_size_fear.wav,TESS
OAF,Fear,dodge,female,Old,OAF_dodge_fear.wav,TESS
OAF,Fear,death,female,Old,OAF_death_fear.wav,TESS
OAF,Fear,seize,female,Old,OAF_seize_fear.wav,TESS
OAF,Fear,good,female,Old,OAF_good_fear.wav,TESS
OAF,Fear,gun,female,Old,OAF_gun_fear.wav,TESS
OAF,Fear,fat,female,Old,OAF_fat_fear.wav,TESS
OAF,Fear,chain,female,Old,OAF_chain_fear.wav,TESS
OAF,Fear,get,female,Old,OAF_get_fear.wav,TESS
OAF,Fear,pool,female,Old,OAF_pool_fear.wav,TESS
OAF,Fear,calm,female,Old,OAF_calm_fear.wav,TESS
OAF,Fear,wag,female,Old,OAF_wag_fear.wav,TESS
OAF,Fear,keep,female,Old,OAF_keep_fear.wav,TESS
OAF,Fear,sub,female,Old,OAF_sub_fear.wav,TESS
OAF,Fear,cheek,female,Old,OAF_cheek_fear.wav,TESS
OAF,Fear,raise,female,Old,OAF_raise_fear.wav,TESS
OAF,Fear,boat,female,Old,OAF_boat_fear.wav,TESS
OAF,Fear,doll,female,Old,OAF_doll_fear.wav,TESS
OAF,Fear,pick,female,Old,OAF_pick_fear.wav,TESS
OAF,Fear,jail,female,Old,OAF_jail_fear.wav,TESS
OAF,Fear,door,female,Old,OAF_door_fear.wav,TESS
OAF,Fear,limb,female,Old,OAF_limb_fear.wav,TESS
OAF,Fear,late,female,Old,OAF_late_fear.wav,TESS
OAF,Fear,merge,female,Old,OAF_merge_fear.wav,TESS
OAF,Fear,youth,female,Old,OAF_youth_fear.wav,TESS
OAF,Fear,keg,female,Old,OAF_keg_fear.wav,TESS
OAF,Fear,have,female,Old,OAF_have_fear.wav,TESS
OAF,Fear,came,female,Old,OAF_came_fear.wav,TESS
OAF,Fear,thought,female,Old,OAF_thought_fear.wav,TESS
OAF,Fear,gaze,female,Old,OAF_gaze_fear.wav,TESS
OAF,Fear,bar,female,Old,OAF_bar_fear.wav,TESS
OAF,Fear,cause,female,Old,OAF_cause_fear.wav,TESS
OAF,Fear,book,female,Old,OAF_book_fear.wav,TESS
OAF,Fear,fit,female,Old,OAF_fit_fear.wav,TESS
OAF,Fear,wheat,female,Old,OAF_wheat_fear.wav,TESS
OAF,Fear,hall,female,Old,OAF_hall_fear.wav,TESS
OAF,Fear,ripe,female,Old,OAF_ripe_fear.wav,TESS
OAF,Fear,dead,female,Old,OAF_dead_fear.wav,TESS
OAF,Fear,fail,female,Old,OAF_fail_fear.wav,TESS
OAF,Fear,void,female,Old,OAF_void_fear.wav,TESS
OAF,Fear,room,female,Old,OAF_room_fear.wav,TESS
OAF,Fear,mop,female,Old,OAF_mop_fear.wav,TESS
OAF,Fear,peg,female,Old,OAF_peg_fear.wav,TESS
OAF,Fear,gas,female,Old,OAF_gas_fear.wav,TESS
OAF,Fear,note,female,Old,OAF_note_fear.wav,TESS
OAF,Fear,phone,female,Old,OAF_phone_fear.wav,TESS
OAF,Fear,luck,female,Old,OAF_luck_fear.wav,TESS
OAF,Fear,pike,female,Old,OAF_pike_fear.wav,TESS
OAF,Fear,dog,female,Old,OAF_dog_fear.wav,TESS
OAF,Fear,shall,female,Old,OAF_shall_fear.wav,TESS
OAF,Fear,mill,female,Old,OAF_mill_fear.wav,TESS
OAF,Fear,sell,female,Old,OAF_sell_fear.wav,TESS
OAF,Fear,rose,female,Old,OAF_rose_fear.wav,TESS
OAF,Fear,half,female,Old,OAF_half_fear.wav,TESS
OAF,Fear,talk,female,Old,OAF_talk_fear.wav,TESS
OAF,Fear,perch,female,Old,OAF_perch_fear.wav,TESS
OAF,Fear,sour,female,Old,OAF_sour_fear.wav,TESS
OAF,Fear,pad,female,Old,OAF_pad_fear.wav,TESS
OAF,Fear,chat,female,Old,OAF_chat_fear.wav,TESS
OAF,Fear,home,female,Old,OAF_home_fear.wav,TESS
OAF,Fear,read,female,Old,OAF_read_fear.wav,TESS
OAF,Fear,jar,female,Old,OAF_jar_fear.wav,TESS
OAF,Fear,chief,female,Old,OAF_chief_fear.wav,TESS
OAF,Fear,voice,female,Old,OAF_voice_fear.wav,TESS
OAF,Fear,learn,female,Old,OAF_learn_fear.wav,TESS
OAF,Fear,dab,female,Old,OAF_dab_fear.wav,TESS
OAF,Fear,cab,female,Old,OAF_cab_fear.wav,TESS
OAF,Fear,haze,female,Old,OAF_haze_fear.wav,TESS
OAF,Fear,sail,female,Old,OAF_sail_fear.wav,TESS
OAF,Fear,page,female,Old,OAF_page_fear.wav,TESS
OAF,Fear,young,female,Old,OAF_young_fear.wav,TESS
OAF,Fear,tough,female,Old,OAF_tough_fear.wav,TESS
OAF,Fear,rain,female,Old,OAF_rain_fear.wav,TESS
OAF,Fear,walk,female,Old,OAF_walk_fear.wav,TESS
OAF,Fear,join,female,Old,OAF_join_fear.wav,TESS
OAF,Fear,tape,female,Old,OAF_tape_fear.wav,TESS
OAF,Fear,mouse,female,Old,OAF_mouse_fear.wav,TESS
OAF,Fear,loaf,female,Old,OAF_loaf_fear.wav,TESS
OAF,Fear,yearn,female,Old,OAF_yearn_fear.wav,TESS
OAF,Fear,rot,female,Old,OAF_rot_fear.wav,TESS
OAF,Fear,food,female,Old,OAF_food_fear.wav,TESS
OAF,Fear,road,female,Old,OAF_road_fear.wav,TESS
OAF,Fear,gin,female,Old,OAF_gin_fear.wav,TESS
OAF,Fear,sure,female,Old,OAF_sure_fear.wav,TESS
OAF,Fear,laud,female,Old,OAF_laud_fear.wav,TESS
OAF,Fear,life,female,Old,OAF_life_fear.wav,TESS
OAF,Fear,search,female,Old,OAF_search_fear.wav,TESS
OAF,Fear,pearl,female,Old,OAF_pearl_fear.wav,TESS
OAF,Fear,jug,female,Old,OAF_jug_fear.wav,TESS
OAF,Fear,should,female,Old,OAF_should_fear.wav,TESS
OAF,Fear,lot,female,Old,OAF_lot_fear.wav,TESS
OAF,Fear,raid,female,Old,OAF_raid_fear.wav,TESS
OAF,Fear,rough,female,Old,OAF_rough_fear.wav,TESS
OAF,Fear,tool,female,Old,OAF_tool_fear.wav,TESS
OAF,Fear,ton,female,Old,OAF_ton_fear.wav,TESS
OAF,Fear,chair,female,Old,OAF_chair_fear.wav,TESS
OAF,Fear,love,female,Old,OAF_love_fear.wav,TESS
OAF,Fear,white,female,Old,OAF_white_fear.wav,TESS
OAF,Fear,mob,female,Old,OAF_mob_fear.wav,TESS
OAF,Fear,week,female,Old,OAF_week_fear.wav,TESS
OAF,Fear,south,female,Old,OAF_south_fear.wav,TESS
OAF,Fear,knock,female,Old,OAF_knock_fear.wav,TESS
OAF,Fear,judge,female,Old,OAF_judge_fear.wav,TESS
OAF,Fear,lease,female,Old,OAF_lease_fear.wav,TESS
OAF,Fear,tip,female,Old,OAF_tip_fear.wav,TESS
OAF,Fear,nice,female,Old,OAF_nice_fear.wav,TESS
OAF,Fear,hurl,female,Old,OAF_hurl_fear.wav,TESS
OAF,Fear,shirt,female,Old,OAF_shirt_fear.wav,TESS
OAF,Fear,choice,female,Old,OAF_choice_fear.wav,TESS
OAF,Fear,hole,female,Old,OAF_hole_fear.wav,TESS
OAF,Fear,bean,female,Old,OAF_bean_fear.wav,TESS
OAF,Fear,kill,female,Old,OAF_kill_fear.wav,TESS
OAF,Sad,gaze,female,Old,OAF_gaze_sad.wav,TESS
OAF,Sad,neat,female,Old,OAF_neat_sad.wav,TESS
OAF,Sad,mouse,female,Old,OAF_mouse_sad.wav,TESS
OAF,Sad,page,female,Old,OAF_page_sad.wav,TESS
OAF,Sad,check,female,Old,OAF_check_sad.wav,TESS
OAF,Sad,bite,female,Old,OAF_bite_sad.wav,TESS
OAF,Sad,chat,female,Old,OAF_chat_sad.wav,TESS
OAF,Sad,ton,female,Old,OAF_ton_sad.wav,TESS
OAF,Sad,knock,female,Old,OAF_knock_sad.wav,TESS
OAF,Sad,late,female,Old,OAF_late_sad.wav,TESS
OAF,Sad,search,female,Old,OAF_search_sad.wav,TESS
OAF,Sad,whip,female,Old,OAF_whip_sad.wav,TESS
OAF,Sad,tape,female,Old,OAF_tape_sad.wav,TESS
OAF,Sad,talk,female,Old,OAF_talk_sad.wav,TESS
OAF,Sad,bean,female,Old,OAF_bean_sad.wav,TESS
OAF,Sad,when,female,Old,OAF_when_sad.wav,TESS
OAF,Sad,king,female,Old,OAF_king_sad.wav,TESS
OAF,Sad,south,female,Old,OAF_south_sad.wav,TESS
OAF,Sad,reach,female,Old,OAF_reach_sad.wav,TESS
OAF,Sad,hire,female,Old,OAF_hire_sad.wav,TESS
OAF,Sad,came,female,Old,OAF_came_sad.wav,TESS
OAF,Sad,wag,female,Old,OAF_wag_sad.wav,TESS
OAF,Sad,room,female,Old,OAF_room_sad.wav,TESS
OAF,Sad,fat,female,Old,OAF_fat_sad.wav,TESS
OAF,Sad,mill,female,Old,OAF_mill_sad.wav,TESS
OAF,Sad,said,female,Old,OAF_said_sad.wav,TESS
OAF,Sad,name,female,Old,OAF_name_sad.wav,TESS
OAF,Sad,cause,female,Old,OAF_cause_sad.wav,TESS
OAF,Sad,bar,female,Old,OAF_bar_sad.wav,TESS
OAF,Sad,puff,female,Old,OAF_puff_sad.wav,TESS
OAF,Sad,home,female,Old,OAF_home_sad.wav,TESS
OAF,Sad,hole,female,Old,OAF_hole_sad.wav,TESS
OAF,Sad,tip,female,Old,OAF_tip_sad.wav,TESS
OAF,Sad,sour,female,Old,OAF_sour_sad.wav,TESS
OAF,Sad,germ,female,Old,OAF_germ_sad.wav,TESS
OAF,Sad,goal,female,Old,OAF_goal_sad.wav,TESS
OAF,Sad,mop,female,Old,OAF_mop_sad.wav,TESS
OAF,Sad,ripe,female,Old,OAF_ripe_sad.wav,TESS
OAF,Sad,hash,female,Old,OAF_hash_sad.wav,TESS
OAF,Sad,five,female,Old,OAF_five_sad.wav,TESS
OAF,Sad,juice,female,Old,OAF_juice_sad.wav,TESS
OAF,Sad,calm,female,Old,OAF_calm_sad.wav,TESS
OAF,Sad,date,female,Old,OAF_date_sad.wav,TESS
OAF,Sad,should,female,Old,OAF_should_sad.wav,TESS
OAF,Sad,have,female,Old,OAF_have_sad.wav,TESS
OAF,Sad,merge,female,Old,OAF_merge_sad.wav,TESS
OAF,Sad,nice,female,Old,OAF_nice_sad.wav,TESS
OAF,Sad,keep,female,Old,OAF_keep_sad.wav,TESS
OAF,Sad,pad,female,Old,OAF_pad_sad.wav,TESS
OAF,Sad,wheat,female,Old,OAF_wheat_sad.wav,TESS
OAF,Sad,yes,female,Old,OAF_yes_sad.wav,TESS
OAF,Sad,fall,female,Old,OAF_fall_sad.wav,TESS
OAF,Sad,bath,female,Old,OAF_bath_sad.wav,TESS
OAF,Sad,young,female,Old,OAF_young_sad.wav,TESS
OAF,Sad,lid,female,Old,OAF_lid_sad.wav,TESS
OAF,Sad,tell,female,Old,OAF_tell_sad.wav,TESS
OAF,Sad,laud,female,Old,OAF_laud_sad.wav,TESS
OAF,Sad,limb,female,Old,OAF_limb_sad.wav,TESS
OAF,Sad,mess,female,Old,OAF_mess_sad.wav,TESS
OAF,Sad,sail,female,Old,OAF_sail_sad.wav,TESS
OAF,Sad,shawl,female,Old,OAF_shawl_sad.wav,TESS
OAF,Sad,gin,female,Old,OAF_gin_sad.wav,TESS
OAF,Sad,nag,female,Old,OAF_nag_sad.wav,TESS
OAF,Sad,raise,female,Old,OAF_raise_sad.wav,TESS
OAF,Sad,tire,female,Old,OAF_tire_sad.wav,TESS
OAF,Sad,vote,female,Old,OAF_vote_sad.wav,TESS
OAF,Sad,chain,female,Old,OAF_chain_sad.wav,TESS
OAF,Sad,live,female,Old,OAF_live_sad.wav,TESS
OAF,Sad,book,female,Old,OAF_book_sad.wav,TESS
OAF,Sad,sell,female,Old,OAF_sell_sad.wav,TESS
OAF,Sad,jail,female,Old,OAF_jail_sad.wav,TESS
OAF,Sad,luck,female,Old,OAF_luck_sad.wav,TESS
OAF,Sad,soap,female,Old,OAF_soap_sad.wav,TESS
OAF,Sad,keen,female,Old,OAF_keen_sad.wav,TESS
OAF,Sad,rat,female,Old,OAF_rat_sad.wav,TESS
OAF,Sad,long,female,Old,OAF_long_sad.wav,TESS
OAF,Sad,chair,female,Old,OAF_chair_sad.wav,TESS
OAF,Sad,haze,female,Old,OAF_haze_sad.wav,TESS
OAF,Sad,youth,female,Old,OAF_youth_sad.wav,TESS
OAF,Sad,sub,female,Old,OAF_sub_sad.wav,TESS
OAF,Sad,chalk,female,Old,OAF_chalk_sad.wav,TESS
OAF,Sad,cheek,female,Old,OAF_cheek_sad.wav,TESS
OAF,Sad,food,female,Old,OAF_food_sad.wav,TESS
OAF,Sad,love,female,Old,OAF_love_sad.wav,TESS
OAF,Sad,hush,female,Old,OAF_hush_sad.wav,TESS
OAF,Sad,pool,female,Old,OAF_pool_sad.wav,TESS
OAF,Sad,hit,female,Old,OAF_hit_sad.wav,TESS
OAF,Sad,thought,female,Old,OAF_thought_sad.wav,TESS
OAF,Sad,deep,female,Old,OAF_deep_sad.wav,TESS
OAF,Sad,time,female,Old,OAF_time_sad.wav,TESS
OAF,Sad,team,female,Old,OAF_team_sad.wav,TESS
OAF,Sad,cool,female,Old,OAF_cool_sad.wav,TESS
OAF,Sad,red,female,Old,OAF_red_sad.wav,TESS
OAF,Sad,soup,female,Old,OAF_soup_sad.wav,TESS
OAF,Sad,pass,female,Old,OAF_pass_sad.wav,TESS
OAF,Sad,keg,female,Old,OAF_keg_sad.wav,TESS
OAF,Sad,ring,female,Old,OAF_ring_sad.wav,TESS
OAF,Sad,door,female,Old,OAF_door_sad.wav,TESS
OAF,Sad,witch,female,Old,OAF_witch_sad.wav,TESS
OAF,Sad,get,female,Old,OAF_get_sad.wav,TESS
OAF,Sad,pike,female,Old,OAF_pike_sad.wav,TESS
OAF,Sad,kite,female,Old,OAF_kite_sad.wav,TESS
OAF,Sad,turn,female,Old,OAF_turn_sad.wav,TESS
OAF,Sad,dime,female,Old,OAF_dime_sad.wav,TESS
OAF,Sad,wife,female,Old,OAF_wife_sad.wav,TESS
OAF,Sad,yearn,female,Old,OAF_yearn_sad.wav,TESS
OAF,Sad,death,female,Old,OAF_death_sad.wav,TESS
OAF,Sad,vine,female,Old,OAF_vine_sad.wav,TESS
OAF,Sad,sure,female,Old,OAF_sure_sad.wav,TESS
OAF,Sad,wash,female,Old,OAF_wash_sad.wav,TESS
OAF,Sad,mode,female,Old,OAF_mode_sad.wav,TESS
OAF,Sad,size,female,Old,OAF_size_sad.wav,TESS
OAF,Sad,base,female,Old,OAF_base_sad.wav,TESS
OAF,Sad,thin,female,Old,OAF_thin_sad.wav,TESS
OAF,Sad,dodge,female,Old,OAF_dodge_sad.wav,TESS
OAF,Sad,kick,female,Old,OAF_kick_sad.wav,TESS
OAF,Sad,dead,female,Old,OAF_dead_sad.wav,TESS
OAF,Sad,make,female,Old,OAF_make_sad.wav,TESS
OAF,Sad,half,female,Old,OAF_half_sad.wav,TESS
OAF,Sad,white,female,Old,OAF_white_sad.wav,TESS
OAF,Sad,gap,female,Old,OAF_gap_sad.wav,TESS
OAF,Sad,thumb,female,Old,OAF_thumb_sad.wav,TESS
OAF,Sad,hate,female,Old,OAF_hate_sad.wav,TESS
OAF,Sad,match,female,Old,OAF_match_sad.wav,TESS
OAF,Sad,rot,female,Old,OAF_rot_sad.wav,TESS
OAF,Sad,note,female,Old,OAF_note_sad.wav,TESS
OAF,Sad,lease,female,Old,OAF_lease_sad.wav,TESS
OAF,Sad,cab,female,Old,OAF_cab_sad.wav,TESS
OAF,Sad,hurl,female,Old,OAF_hurl_sad.wav,TESS
OAF,Sad,wire,female,Old,OAF_wire_sad.wav,TESS
OAF,Sad,peg,female,Old,OAF_peg_sad.wav,TESS
OAF,Sad,phone,female,Old,OAF_phone_sad.wav,TESS
OAF,Sad,mood,female,Old,OAF_mood_sad.wav,TESS
OAF,Sad,such,female,Old,OAF_such_sad.wav,TESS
OAF,Sad,lot,female,Old,OAF_lot_sad.wav,TESS
OAF,Sad,bought,female,Old,OAF_bought_sad.wav,TESS
OAF,Sad,shall,female,Old,OAF_shall_sad.wav,TESS
OAF,Sad,burn,female,Old,OAF_burn_sad.wav,TESS
OAF,Sad,ditch,female,Old,OAF_ditch_sad.wav,TESS
OAF,Sad,near,female,Old,OAF_near_sad.wav,TESS
OAF,Sad,loaf,female,Old,OAF_loaf_sad.wav,TESS
OAF,Sad,pick,female,Old,OAF_pick_sad.wav,TESS
OAF,Sad,life,female,Old,OAF_life_sad.wav,TESS
OAF,Sad,fit,female,Old,OAF_fit_sad.wav,TESS
OAF,Sad,tough,female,Old,OAF_tough_sad.wav,TESS
OAF,Sad,lore,female,Old,OAF_lore_sad.wav,TESS
OAF,Sad,lose,female,Old,OAF_lose_sad.wav,TESS
OAF,Sad,third,female,Old,OAF_third_sad.wav,TESS
OAF,Sad,pain,female,Old,OAF_pain_sad.wav,TESS
OAF,Sad,rose,female,Old,OAF_rose_sad.wav,TESS
OAF,Sad,shirt,female,Old,OAF_shirt_sad.wav,TESS
OAF,Sad,read,female,Old,OAF_read_sad.wav,TESS
OAF,Sad,sheep,female,Old,OAF_sheep_sad.wav,TESS
OAF,Sad,far,female,Old,OAF_far_sad.wav,TESS
OAF,Sad,mob,female,Old,OAF_mob_sad.wav,TESS
OAF,Sad,doll,female,Old,OAF_doll_sad.wav,TESS
OAF,Sad,raid,female,Old,OAF_raid_sad.wav,TESS
OAF,Sad,voice,female,Old,OAF_voice_sad.wav,TESS
OAF,Sad,good,female,Old,OAF_good_sad.wav,TESS
OAF,Sad,gun,female,Old,OAF_gun_sad.wav,TESS
OAF,Sad,road,female,Old,OAF_road_sad.wav,TESS
OAF,Sad,bone,female,Old,OAF_bone_sad.wav,TESS
OAF,Sad,seize,female,Old,OAF_seize_sad.wav,TESS
OAF,Sad,jug,female,Old,OAF_jug_sad.wav,TESS
OAF,Sad,pole,female,Old,OAF_pole_sad.wav,TESS
OAF,Sad,numb,female,Old,OAF_numb_sad.wav,TESS
OAF,Sad,beg,female,Old,OAF_beg_sad.wav,TESS
OAF,Sad,dab,female,Old,OAF_dab_sad.wav,TESS
OAF,Sad,boat,female,Old,OAF_boat_sad.wav,TESS
OAF,Sad,kill,female,Old,OAF_kill_sad.wav,TESS
OAF,Sad,gas,female,Old,OAF_gas_sad.wav,TESS
OAF,Sad,hall,female,Old,OAF_hall_sad.wav,TESS
OAF,Sad,which,female,Old,OAF_which_sad.wav,TESS
OAF,Sad,walk,female,Old,OAF_walk_sad.wav,TESS
OAF,Sad,week,female,Old,OAF_week_sad.wav,TESS
OAF,Sad,take,female,Old,OAF_take_sad.wav,TESS
OAF,Sad,back,female,Old,OAF_back_sad.wav,TESS
OAF,Sad,perch,female,Old,OAF_perch_sad.wav,TESS
OAF,Sad,moon,female,Old,OAF_moon_sad.wav,TESS
OAF,Sad,judge,female,Old,OAF_judge_sad.wav,TESS
OAF,Sad,jar,female,Old,OAF_jar_sad.wav,TESS
OAF,Sad,learn,female,Old,OAF_learn_sad.wav,TESS
OAF,Sad,chief,female,Old,OAF_chief_sad.wav,TESS
OAF,Sad,choice,female,Old,OAF_choice_sad.wav,TESS
OAF,Sad,shout,female,Old,OAF_shout_sad.wav,TESS
OAF,Sad,void,female,Old,OAF_void_sad.wav,TESS
OAF,Sad,dog,female,Old,OAF_dog_sad.wav,TESS
OAF,Sad,rag,female,Old,OAF_rag_sad.wav,TESS
OAF,Sad,dip,female,Old,OAF_dip_sad.wav,TESS
OAF,Sad,rush,female,Old,OAF_rush_sad.wav,TESS
OAF,Sad,shack,female,Old,OAF_shack_sad.wav,TESS
OAF,Sad,lean,female,Old,OAF_lean_sad.wav,TESS
OAF,Sad,join,female,Old,OAF_join_sad.wav,TESS
OAF,Sad,rough,female,Old,OAF_rough_sad.wav,TESS
OAF,Sad,fail,female,Old,OAF_fail_sad.wav,TESS
OAF,Sad,tool,female,Old,OAF_tool_sad.wav,TESS
OAF,Sad,goose,female,Old,OAF_goose_sad.wav,TESS
OAF,Sad,met,female,Old,OAF_met_sad.wav,TESS
OAF,Sad,pearl,female,Old,OAF_pearl_sad.wav,TESS
OAF,Sad,rain,female,Old,OAF_rain_sad.wav,TESS
OAF,Anger,king,female,Old,OAF_king_angry.wav,TESS
OAF,Anger,rot,female,Old,OAF_rot_angry.wav,TESS
OAF,Anger,hire,female,Old,OAF_hire_angry.wav,TESS
OAF,Anger,take,female,Old,OAF_take_angry.wav,TESS
OAF,Anger,calm,female,Old,OAF_calm_angry.wav,TESS
OAF,Anger,chalk,female,Old,OAF_chalk_angry.wav,TESS
OAF,Anger,fit,female,Old,OAF_fit_angry.wav,TESS
OAF,Anger,learn,female,Old,OAF_learn_angry.wav,TESS
OAF,Anger,limb,female,Old,OAF_limb_angry.wav,TESS
OAF,Anger,keg,female,Old,OAF_keg_angry.wav,TESS
OAF,Anger,wash,female,Old,OAF_wash_angry.wav,TESS
OAF,Anger,thumb,female,Old,OAF_thumb_angry.wav,TESS
OAF,Anger,mood,female,Old,OAF_mood_angry.wav,TESS
OAF,Anger,void,female,Old,OAF_void_angry.wav,TESS
OAF,Anger,perch,female,Old,OAF_perch_angry.wav,TESS
OAF,Anger,said,female,Old,OAF_said_angry.wav,TESS
OAF,Anger,book,female,Old,OAF_book_angry.wav,TESS
OAF,Anger,get,female,Old,OAF_get_angry.wav,TESS
OAF,Anger,far,female,Old,OAF_far_angry.wav,TESS
OAF,Anger,pool,female,Old,OAF_pool_angry.wav,TESS
OAF,Anger,cheek,female,Old,OAF_cheek_angry.wav,TESS
OAF,Anger,yearn,female,Old,OAF_yearn_angry.wav,TESS
OAF,Anger,team,female,Old,OAF_team_angry.wav,TESS
OAF,Anger,gaze,female,Old,OAF_gaze_angry.wav,TESS
OAF,Anger,kite,female,Old,OAF_kite_angry.wav,TESS
OAF,Anger,love,female,Old,OAF_love_angry.wav,TESS
OAF,Anger,hall,female,Old,OAF_hall_angry.wav,TESS
