actor_id,modality,vocal_channel,emotion,intensity,statement,repetition,gender,filename
Actor_01,audio-only,speech,Anger,Normal,dogs,02,male,03-01-05-01-02-02-01.wav
Actor_01,audio-only,speech,Sad,Strong,kids,02,male,03-01-04-02-01-02-01.wav
Actor_01,audio-only,speech,Disgust,Strong,kids,01,male,03-01-07-02-01-01-01.wav
Actor_01,audio-only,speech,Disgust,Normal,dogs,01,male,03-01-07-01-02-01-01.wav
Actor_01,audio-only,speech,Sad,Normal,dogs,02,male,03-01-04-01-02-02-01.wav
Actor_01,audio-only,speech,Fear,Strong,dogs,02,male,03-01-06-02-02-02-01.wav
Actor_01,audio-only,speech,Anger,Strong,dogs,01,male,03-01-05-02-02-01-01.wav
Actor_01,audio-only,speech,Anger,Normal,kids,01,male,03-01-05-01-01-01-01.wav
Actor_01,audio-only,speech,Fear,Normal,kids,02,male,03-01-06-01-01-02-01.wav
Actor_01,audio-only,speech,Neutral,Normal,kids,02,male,03-01-01-01-01-02-01.wav
Actor_01,audio-only,speech,Neutral,Normal,kids,01,male,03-01-02-01-01-01-01.wav
Actor_01,audio-only,speech,Neutral,Strong,dogs,01,male,03-01-02-02-02-01-01.wav
Actor_01,audio-only,speech,Happy,Normal,dogs,02,male,03-01-03-01-02-02-01.wav
Actor_01,audio-only,speech,Happy,Strong,kids,02,male,03-01-03-02-01-02-01.wav
Actor_02,audio-only,speech,Fear,Normal,dogs,02,female,03-01-06-01-02-02-02.wav
Actor_02,audio-only,speech,Anger,Normal,dogs,01,female,03-01-05-01-02-01-02.wav
Actor_02,audio-only,speech,Anger,Strong,kids,01,female,03-01-05-02-01-01-02.wav
Actor_02,audio-only,speech,Fear,Strong,kids,02,female,03-01-06-02-01-02-02.wav
Actor_02,audio-only,speech,Sad,Normal,kids,02,female,03-01-04-01-01-02-02.wav
Actor_02,audio-only,speech,Disgust,Normal,kids,01,female,03-01-07-01-01-01-02.wav
Actor_02,audio-only,speech,Disgust,Strong,dogs,01,female,03-01-07-02-02-01-02.wav
Actor_02,audio-only,speech,Sad,Strong,dogs,02,female,03-01-04-02-02-02-02.wav
Actor_02,audio-only,speech,Happy,Strong,dogs,02,female,03-01-03-02-02-02-02.wav
Actor_02,audio-only,speech,Happy,Normal,kids,02,female,03-01-03-01-01-02-02.wav
Actor_02,audio-only,speech,Neutral,Strong,kids,01,female,03-01-02-02-01-01-02.wav
Actor_02,audio-only,speech,Neutral,Normal,dogs,01,female,03-01-02-01-02-01-02.wav
Actor_02,audio-only,speech,Neutral,Normal,dogs,02,female,03-01-01-01-02-02-02.wav
Actor_02,audio-only,speech,Happy,Strong,kids,01,female,03-01-03-02-01-01-02.wav
Actor_02,audio-only,speech,Happy,Normal,dogs,01,female,03-01-03-01-02-01-02.wav
Actor_02,audio-only,speech,Neutral,Strong,dogs,02,female,03-01-02-02-02-02-02.wav
Actor_02,audio-only,speech,Neutral,Normal,kids,01,female,03-01-01-01-01-01-02.wav
Actor_02,audio-only,speech,Neutral,Normal,kids,02,female,03-01-02-01-01-02-02.wav
Actor_02,audio-only,speech,Anger,Normal,kids,02,female,03-01-05-01-01-02-02.wav
Actor_02,audio-only,speech,Fear,Normal,kids,01,female,03-01-06-01-01-01-02.wav
Actor_02,audio-only,speech,Fear,Strong,dogs,01,female,03-01-06-02-02-01-02.wav
Actor_02,audio-only,speech,Anger,Strong,dogs,02,female,03-01-05-02-02-02-02.wav
Actor_02,audio-only,speech,Disgust,Normal,dogs,02,female,03-01-07-01-02-02-02.wav
Actor_02,audio-only,speech,Sad,Normal,dogs,01,female,03-01-04-01-02-01-02.wav
Actor_02,audio-only,speech,Sad,Strong,kids,01,female,03-01-04-02-01-01-02.wav
Actor_02,audio-only,speech,Disgust,Strong,kids,02,female,03-01-07-02-01-02-02.wav
Actor_02,audio-only,speech,Neutral,Normal,dogs,01,female,03-01-01-01-02-01-02.wav
Actor_02,audio-only,speech,Neutral,Normal,dogs,02,female,03-01-02-01-02-02-02.wav
Actor_02,audio-only,speech,Neutral,Strong,kids,02,female,03-01-02-02-01-02-02.wav
Actor_02,audio-only,speech,Happy,Normal,kids,01,female,03-01-03-01-01-01-02.wav
Actor_02,audio-only,speech,Happy,Strong,dogs,01,female,03-01-03-02-02-01-02.wav
Actor_02,audio-only,speech,Sad,Strong,dogs,01,female,03-01-04-02-02-01-02.wav
Actor_02,audio-only,speech,Disgust,Strong,dogs,02,female,03-01-07-02-02-02-02.wav
Actor_02,audio-only,speech,Disgust,Normal,kids,02,female,03-01-07-01-01-02-02.wav
Actor_02,audio-only,speech,Sad,Normal,kids,01,female,03-01-04-01-01-01-02.wav
Actor_02,audio-only,speech,Fear,Strong,kids,01,female,03-01-06-02-01-01-02.wav
Actor_02,audio-only,speech,Anger,Strong,kids,02,female,03-01-05-02-01-02-02.wav
Actor_02,audio-only,speech,Anger,Normal,dogs,02,female,03-01-05-01-02-02-02.wav
Actor_02,audio-only,speech,Fear,Normal,dogs,01,female,03-01-06-01-02-01-02.wav
Actor_02,audio-only,speech,Disgust,Strong,kids,01,female,03-01-07-02-01-01-02.wav
Actor_02,audio-only,speech,Sad,Strong,kids,02,female,03-01-04-02-01-02-02.wav
Actor_02,audio-only,speech,Sad,Normal,dogs,02,female,03-01-04-01-02-02-02.wav
Actor_02,audio-only,speech,Disgust,Normal,dogs,01,female,03-01-07-01-02-01-02.wav
Actor_02,audio-only,speech,Anger,Strong,dogs,01,female,03-01-05-02-02-01-02.wav
Actor_02,audio-only,speech,Fear,Strong,dogs,02,female,03-01-06-02-02-02-02.wav
Actor_02,audio-only,speech,Fear,Normal,kids,02,female,03-01-06-01-01-02-02.wav
Actor_02,audio-only,speech,Anger,Normal,kids,01,female,03-01-05-01-01-01-02.wav
Actor_02,audio-only,speech,Neutral,Normal,kids,01,female,03-01-02-01-01-01-02.wav
Actor_02,audio-only,speech,Neutral,Normal,kids,02,female,03-01-01-01-01-02-02.wav
Actor_02,audio-only,speech,Neutral,Strong,dogs,01,female,03-01-02-02-02-01-02.wav
Actor_02,audio-only,speech,Happy,Normal,dogs,02,female,03-01-03-01-02-02-02.wav
Actor_02,audio-only,speech,Happy,Strong,kids,02,female,03-01-03-02-01-02-02.wav
Actor_03,audio-only,speech,Sad,Strong,dogs,02,male,03-01-04-02-02-02-03.wav
Actor_03,audio-only,speech,Disgust,Strong,dogs,01,male,03-01-07-02-02-01-03.wav
Actor_03,audio-only,speech,Disgust,Normal,kids,01,male,03-01-07-01-01-01-03.wav
Actor_03,audio-only,speech,Sad,Normal,kids,02,male,03-01-04-01-01-02-03.wav
Actor_03,audio-only,speech,Fear,Strong,kids,02,male,03-01-06-02-01-02-03.wav
Actor_03,audio-only,speech,Anger,Strong,kids,01,male,03-01-05-02-01-01-03.wav
Actor_03,audio-only,speech,Anger,Normal,dogs,01,male,03-01-05-01-02-01-03.wav
Actor_03,audio-only,speech,Fear,Normal,dogs,02,male,03-01-06-01-02-02-03.wav
Actor_03,audio-only,speech,Neutral,Normal,dogs,02,male,03-01-01-01-02-02-03.wav
Actor_03,audio-only,speech,Neutral,Normal,dogs,01,male,03-01-02-01-02-01-03.wav
Actor_03,audio-only,speech,Neutral,Strong,kids,01,male,03-01-02-02-01-01-03.wav
Actor_03,audio-only,speech,Happy,Normal,kids,02,male,03-01-03-01-01-02-03.wav
Actor_03,audio-only,speech,Happy,Strong,dogs,02,male,03-01-03-02-02-02-03.wav
Actor_03,audio-only,speech,Neutral,Normal,kids,02,male,03-01-02-01-01-02-03.wav
Actor_03,audio-only,speech,Neutral,Normal,kids,01,male,03-01-01-01-01-01-03.wav
Actor_03,audio-only,speech,Neutral,Strong,dogs,02,male,03-01-02-02-02-02-03.wav
Actor_03,audio-only,speech,Happy,Normal,dogs,01,male,03-01-03-01-02-01-03.wav
Actor_03,audio-only,speech,Happy,Strong,kids,01,male,03-01-03-02-01-01-03.wav
Actor_03,audio-only,speech,Disgust,Strong,kids,02,male,03-01-07-02-01-02-03.wav
Actor_03,audio-only,speech,Sad,Strong,kids,01,male,03-01-04-02-01-01-03.wav
Actor_03,audio-only,speech,Sad,Normal,dogs,01,male,03-01-04-01-02-01-03.wav
Actor_03,audio-only,speech,Disgust,Normal,dogs,02,male,03-01-07-01-02-02-03.wav
Actor_03,audio-only,speech,Anger,Strong,dogs,02,male,03-01-05-02-02-02-03.wav
Actor_03,audio-only,speech,Fear,Strong,dogs,01,male,03-01-06-02-02-01-03.wav
Actor_03,audio-only,speech,Fear,Normal,kids,01,male,03-01-06-01-01-01-03.wav
Actor_03,audio-only,speech,Anger,Normal,kids,02,male,03-01-05-01-01-02-03.wav
Actor_03,audio-only,speech,Happy,Strong,dogs,01,male,03-01-03-02-02-01-03.wav
Actor_03,audio-only,speech,Happy,Normal,kids,01,male,03-01-03-01-01-01-03.wav
Actor_03,audio-only,speech,Neutral,Strong,kids,02,male,03-01-02-02-01-02-03.wav
Actor_03,audio-only,speech,Neutral,Normal,dogs,02,male,03-01-02-01-02-02-03.wav
Actor_03,audio-only,speech,Neutral,Normal,dogs,01,male,03-01-01-01-02-01-03.wav
Actor_03,audio-only,speech,Fear,Normal,dogs,01,male,03-01-06-01-02-01-03.wav
Actor_03,audio-only,speech,Anger,Normal,dogs,02,male,03-01-05-01-02-02-03.wav
Actor_03,audio-only,speech,Anger,Strong,kids,02,male,03-01-05-02-01-02-03.wav
Actor_03,audio-only,speech,Fear,Strong,kids,01,male,03-01-06-02-01-01-03.wav
Actor_03,audio-only,speech,Sad,Normal,kids,01,male,03-01-04-01-01-01-03.wav
Actor_03,audio-only,speech,Disgust,Normal,kids,02,male,03-01-07-01-01-02-03.wav
Actor_03,audio-only,speech,Disgust,Strong,dogs,02,male,03-01-07-02-02-02-03.wav
Actor_03,audio-only,speech,Sad,Strong,dogs,01,male,03-01-04-02-02-01-03.wav
Actor_03,audio-only,speech,Anger,Normal,kids,01,male,03-01-05-01-01-01-03.wav
Actor_03,audio-only,speech,Fear,Normal,kids,02,male,03-01-06-01-01-02-03.wav
Actor_03,audio-only,speech,Fear,Strong,dogs,02,male,03-01-06-02-02-02-03.wav
Actor_03,audio-only,speech,Anger,Strong,dogs,01,male,03-01-05-02-02-01-03.wav
Actor_03,audio-only,speech,Disgust,Normal,dogs,01,male,03-01-07-01-02-01-03.wav
Actor_03,audio-only,speech,Sad,Normal,dogs,02,male,03-01-04-01-02-02-03.wav
Actor_03,audio-only,speech,Sad,Strong,kids,02,male,03-01-04-02-01-02-03.wav
Actor_03,audio-only,speech,Disgust,Strong,kids,01,male,03-01-07-02-01-01-03.wav
Actor_03,audio-only,speech,Happy,Strong,kids,02,male,03-01-03-02-01-02-03.wav
Actor_03,audio-only,speech,Happy,Normal,dogs,02,male,03-01-03-01-02-02-03.wav
Actor_03,audio-only,speech,Neutral,Strong,dogs,01,male,03-01-02-02-02-01-03.wav
Actor_03,audio-only,speech,Neutral,Normal,kids,02,male,03-01-01-01-01-02-03.wav
Actor_03,audio-only,speech,Neutral,Normal,kids,01,male,03-01-02-01-01-01-03.wav
Actor_04,audio-only,speech,Happy,Strong,dogs,02,female,03-01-03-02-02-02-04.wav
Actor_04,audio-only,speech,Happy,Normal,kids,02,female,03-01-03-01-01-02-04.wav
Actor_04,audio-only,speech,Neutral,Strong,kids,01,female,03-01-02-02-01-01-04.wav
Actor_04,audio-only,speech,Neutral,Normal,dogs,02,female,03-01-01-01-02-02-04.wav
Actor_04,audio-only,speech,Neutral,Normal,dogs,01,female,03-01-02-01-02-01-04.wav
Actor_04,audio-only,speech,Anger,Normal,dogs,01,female,03-01-05-01-02-01-04.wav
Actor_04,audio-only,speech,Fear,Normal,dogs,02,female,03-01-06-01-02-02-04.wav
Actor_04,audio-only,speech,Fear,Strong,kids,02,female,03-01-06-02-01-02-04.wav
Actor_04,audio-only,speech,Anger,Strong,kids,01,female,03-01-05-02-01-01-04.wav
Actor_04,audio-only,speech,Disgust,Normal,kids,01,female,03-01-07-01-01-01-04.wav
Actor_04,audio-only,speech,Sad,Normal,kids,02,female,03-01-04-01-01-02-04.wav
Actor_04,audio-only,speech,Sad,Strong,dogs,02,female,03-01-04-02-02-02-04.wav
Actor_04,audio-only,speech,Disgust,Strong,dogs,01,female,03-01-07-02-02-01-04.wav
Actor_04,audio-only,speech,Fear,Normal,kids,01,female,03-01-06-01-01-01-04.wav
Actor_04,audio-only,speech,Anger,Normal,kids,02,female,03-01-05-01-01-02-04.wav
Actor_04,audio-only,speech,Anger,Strong,dogs,02,female,03-01-05-02-02-02-04.wav
Actor_04,audio-only,speech,Fear,Strong,dogs,01,female,03-01-06-02-02-01-04.wav
Actor_04,audio-only,speech,Sad,Normal,dogs,01,female,03-01-04-01-02-01-04.wav
Actor_04,audio-only,speech,Disgust,Normal,dogs,02,female,03-01-07-01-02-02-04.wav
Actor_04,audio-only,speech,Disgust,Strong,kids,02,female,03-01-07-02-01-02-04.wav
Actor_04,audio-only,speech,Sad,Strong,kids,01,female,03-01-04-02-01-01-04.wav
Actor_04,audio-only,speech,Happy,Strong,kids,01,female,03-01-03-02-01-01-04.wav
Actor_04,audio-only,speech,Happy,Normal,dogs,01,female,03-01-03-01-02-01-04.wav
Actor_04,audio-only,speech,Neutral,Strong,dogs,02,female,03-01-02-02-02-02-04.wav
Actor_04,audio-only,speech,Neutral,Normal,kids,02,female,03-01-02-01-01-02-04.wav
Actor_04,audio-only,speech,Neutral,Normal,kids,01,female,03-01-01-01-01-01-04.wav
Actor_04,audio-only,speech,Disgust,Strong,dogs,02,female,03-01-07-02-02-02-04.wav
Actor_04,audio-only,speech,Sad,Strong,dogs,01,female,03-01-04-02-02-01-04.wav
Actor_04,audio-only,speech,Sad,Normal,kids,01,female,03-01-04-01-01-01-04.wav
Actor_04,audio-only,speech,Disgust,Normal,kids,02,female,03-01-07-01-01-02-04.wav
Actor_04,audio-only,speech,Anger,Strong,kids,02,female,03-01-05-02-01-02-04.wav
Actor_04,audio-only,speech,Fear,Strong,kids,01,female,03-01-06-02-01-01-04.wav
Actor_04,audio-only,speech,Fear,Normal,dogs,01,female,03-01-06-01-02-01-04.wav
Actor_04,audio-only,speech,Anger,Normal,dogs,02,female,03-01-05-01-02-02-04.wav
Actor_04,audio-only,speech,Neutral,Normal,dogs,02,female,03-01-02-01-02-02-04.wav
Actor_04,audio-only,speech,Neutral,Normal,dogs,01,female,03-01-01-01-02-01-04.wav
Actor_04,audio-only,speech,Neutral,Strong,kids,02,female,03-01-02-02-01-02-04.wav
Actor_04,audio-only,speech,Happy,Normal,kids,01,female,03-01-03-01-01-01-04.wav
Actor_04,audio-only,speech,Happy,Strong,dogs,01,female,03-01-03-02-02-01-04.wav
Actor_04,audio-only,speech,Neutral,Normal,kids,02,female,03-01-01-01-01-02-04.wav
Actor_04,audio-only,speech,Neutral,Normal,kids,01,female,03-01-02-01-01-01-04.wav
Actor_04,audio-only,speech,Neutral,Strong,dogs,01,female,03-01-02-02-02-01-04.wav
Actor_04,audio-only,speech,Happy,Normal,dogs,02,female,03-01-03-01-02-02-04.wav
Actor_04,audio-only,speech,Happy,Strong,kids,02,female,03-01-03-02-01-02-04.wav
Actor_04,audio-only,speech,Sad,Strong,kids,02,female,03-01-04-02-01-02-04.wav
Actor_04,audio-only,speech,Disgust,Strong,kids,01,female,03-01-07-02-01-01-04.wav
Actor_04,audio-only,speech,Disgust,Normal,dogs,01,female,03-01-07-01-02-01-04.wav
Actor_04,audio-only,speech,Sad,Normal,dogs,02,female,03-01-04-01-02-02-04.wav
Actor_04,audio-only,speech,Fear,Strong,dogs,02,female,03-01-06-02-02-02-04.wav
Actor_04,audio-only,speech,Anger,Strong,dogs,01,female,03-01-05-02-02-01-04.wav
Actor_04,audio-only,speech,Anger,Normal,kids,01,female,03-01-05-01-01-01-04.wav
Actor_04,audio-only,speech,Fear,Normal,kids,02,female,03-01-06-01-01-02-04.wav
Actor_05,audio-only,speech,Neutral,Normal,dogs,01,male,03-01-02-01-02-01-05.wav
Actor_05,audio-only,speech,Neutral,Normal,dogs,02,male,03-01-01-01-02-02-05.wav
Actor_05,audio-only,speech,Neutral,Strong,kids,01,male,03-01-02-02-01-01-05.wav
Actor_05,audio-only,speech,Happy,Normal,kids,02,male,03-01-03-01-01-02-05.wav
Actor_05,audio-only,speech,Happy,Strong,dogs,02,male,03-01-03-02-02-02-05.wav
Actor_05,audio-only,speech,Disgust,Strong,dogs,01,male,03-01-07-02-02-01-05.wav
Actor_05,audio-only,speech,Sad,Strong,dogs,02,male,03-01-04-02-02-02-05.wav
Actor_05,audio-only,speech,Sad,Normal,kids,02,male,03-01-04-01-01-02-05.wav
Actor_05,audio-only,speech,Disgust,Normal,kids,01,male,03-01-07-01-01-01-05.wav
Actor_05,audio-only,speech,Anger,Strong,kids,01,male,03-01-05-02-01-01-05.wav
Actor_05,audio-only,speech,Fear,Strong,kids,02,male,03-01-06-02-01-02-05.wav
Actor_05,audio-only,speech,Fear,Normal,dogs,02,male,03-01-06-01-02-02-05.wav
Actor_05,audio-only,speech,Anger,Normal,dogs,01,male,03-01-05-01-02-01-05.wav
Actor_05,audio-only,speech,Sad,Strong,kids,01,male,03-01-04-02-01-01-05.wav
Actor_05,audio-only,speech,Disgust,Strong,kids,02,male,03-01-07-02-01-02-05.wav
Actor_05,audio-only,speech,Disgust,Normal,dogs,02,male,03-01-07-01-02-02-05.wav
Actor_05,audio-only,speech,Sad,Normal,dogs,01,male,03-01-04-01-02-01-05.wav
Actor_05,audio-only,speech,Fear,Strong,dogs,01,male,03-01-06-02-02-01-05.wav
Actor_05,audio-only,speech,Anger,Strong,dogs,02,male,03-01-05-02-02-02-05.wav
Actor_05,audio-only,speech,Anger,Normal,kids,02,male,03-01-05-01-01-02-05.wav
Actor_05,audio-only,speech,Fear,Normal,kids,01,male,03-01-06-01-01-01-05.wav
Actor_05,audio-only,speech,Neutral,Normal,kids,01,male,03-01-01-01-01-01-05.wav
Actor_05,audio-only,speech,Neutral,Normal,kids,02,male,03-01-02-01-01-02-05.wav
Actor_05,audio-only,speech,Neutral,Strong,dogs,02,male,03-01-02-02-02-02-05.wav
Actor_05,audio-only,speech,Happy,Normal,dogs,01,male,03-01-03-01-02-01-05.wav
Actor_05,audio-only,speech,Happy,Strong,kids,01,male,03-01-03-02-01-01-05.wav
Actor_05,audio-only,speech,Anger,Normal,dogs,02,male,03-01-05-01-02-02-05.wav
Actor_05,audio-only,speech,Fear,Normal,dogs,01,male,03-01-06-01-02-01-05.wav
Actor_05,audio-only,speech,Fear,Strong,kids,01,male,03-01-06-02-01-01-05.wav
Actor_05,audio-only,speech,Anger,Strong,kids,02,male,03-01-05-02-01-02-05.wav
Actor_05,audio-only,speech,Disgust,Normal,kids,02,male,03-01-07-01-01-02-05.wav
Actor_05,audio-only,speech,Sad,Normal,kids,01,male,03-01-04-01-01-01-05.wav
Actor_05,audio-only,speech,Sad,Strong,dogs,01,male,03-01-04-02-02-01-05.wav
Actor_05,audio-only,speech,Disgust,Strong,dogs,02,male,03-01-07-02-02-02-05.wav
Actor_05,audio-only,speech,Happy,Strong,dogs,01,male,03-01-03-02-02-01-05.wav
Actor_05,audio-only,speech,Happy,Normal,kids,01,male,03-01-03-01-01-01-05.wav
Actor_05,audio-only,speech,Neutral,Strong,kids,02,male,03-01-02-02-01-02-05.wav
Actor_05,audio-only,speech,Neutral,Normal,dogs,01,male,03-01-01-01-02-01-05.wav
Actor_05,audio-only,speech,Neutral,Normal,dogs,02,male,03-01-02-01-02-02-05.wav
Actor_05,audio-only,speech,Happy,Strong,kids,02,male,03-01-03-02-01-02-05.wav
Actor_05,audio-only,speech,Happy,Normal,dogs,02,male,03-01-03-01-02-02-05.wav
Actor_05,audio-only,speech,Neutral,Strong,dogs,01,male,03-01-02-02-02-01-05.wav
Actor_05,audio-only,speech,Neutral,Normal,kids,01,male,03-01-02-01-01-01-05.wav
Actor_05,audio-only,speech,Neutral,Normal,kids,02,male,03-01-01-01-01-02-05.wav
Actor_05,audio-only,speech,Fear,Normal,kids,02,male,03-01-06-01-01-02-05.wav
Actor_05,audio-only,speech,Anger,Normal,kids,01,male,03-01-05-01-01-01-05.wav
Actor_05,audio-only,speech,Anger,Strong,dogs,01,male,03-01-05-02-02-01-05.wav
Actor_05,audio-only,speech,Fear,Strong,dogs,02,male,03-01-06-02-02-02-05.wav
Actor_05,audio-only,speech,Sad,Normal,dogs,02,male,03-01-04-01-02-02-05.wav
Actor_05,audio-only,speech,Disgust,Normal,dogs,01,male,03-01-07-01-02-01-05.wav
Actor_05,audio-only,speech,Disgust,Strong,kids,01,male,03-01-07-02-01-01-05.wav
Actor_05,audio-only,speech,Sad,Strong,kids,02,male,03-01-04-02-01-02-05.wav
Actor_06,audio-only,speech,Neutral,Normal,dogs,02,female,03-01-01-01-02-02-06.wav
Actor_06,audio-only,speech,Neutral,Normal,dogs,01,female,03-01-02-01-02-01-06.wav
Actor_06,audio-only,speech,Neutral,Strong,kids,01,female,03-01-02-02-01-01-06.wav
Actor_06,audio-only,speech,Happy,Normal,kids,02,female,03-01-03-01-01-02-06.wav
Actor_06,audio-only,speech,Happy,Strong,dogs,02,female,03-01-03-02-02-02-06.wav
Actor_06,audio-only,speech,Sad,Strong,dogs,02,female,03-01-04-02-02-02-06.wav
Actor_06,audio-only,speech,Disgust,Strong,dogs,01,female,03-01-07-02-02-01-06.wav
Actor_06,audio-only,speech,Disgust,Normal,kids,01,female,03-01-07-01-01-01-06.wav
Actor_06,audio-only,speech,Sad,Normal,kids,02,female,03-01-04-01-01-02-06.wav
Actor_06,audio-only,speech,Fear,Strong,kids,02,female,03-01-06-02-01-02-06.wav
Actor_06,audio-only,speech,Anger,Strong,kids,01,female,03-01-05-02-01-01-06.wav
Actor_06,audio-only,speech,Anger,Normal,dogs,01,female,03-01-05-01-02-01-06.wav
Actor_06,audio-only,speech,Fear,Normal,dogs,02,female,03-01-06-01-02-02-06.wav
Actor_06,audio-only,speech,Disgust,Strong,kids,02,female,03-01-07-02-01-02-06.wav
Actor_06,audio-only,speech,Sad,Strong,kids,01,female,03-01-04-02-01-01-06.wav
Actor_06,audio-only,speech,Sad,Normal,dogs,01,female,03-01-04-01-02-01-06.wav
Actor_06,audio-only,speech,Disgust,Normal,dogs,02,female,03-01-07-01-02-02-06.wav
Actor_06,audio-only,speech,Anger,Strong,dogs,02,female,03-01-05-02-02-02-06.wav
Actor_06,audio-only,speech,Fear,Strong,dogs,01,female,03-01-06-02-02-01-06.wav
Actor_06,audio-only,speech,Fear,Normal,kids,01,female,03-01-06-01-01-01-06.wav
Actor_06,audio-only,speech,Anger,Normal,kids,02,female,03-01-05-01-01-02-06.wav
Actor_06,audio-only,speech,Neutral,Normal,kids,02,female,03-01-02-01-01-02-06.wav
Actor_06,audio-only,speech,Neutral,Normal,kids,01,female,03-01-01-01-01-01-06.wav
Actor_06,audio-only,speech,Neutral,Strong,dogs,02,female,03-01-02-02-02-02-06.wav
Actor_06,audio-only,speech,Happy,Normal,dogs,01,female,03-01-03-01-02-01-06.wav
Actor_06,audio-only,speech,Happy,Strong,kids,01,female,03-01-03-02-01-01-06.wav
Actor_06,audio-only,speech,Fear,Normal,dogs,01,female,03-01-06-01-02-01-06.wav
Actor_06,audio-only,speech,Anger,Normal,dogs,02,female,03-01-05-01-02-02-06.wav
Actor_06,audio-only,speech,Anger,Strong,kids,02,female,03-01-05-02-01-02-06.wav
Actor_06,audio-only,speech,Fear,Strong,kids,01,female,03-01-06-02-01-01-06.wav
Actor_06,audio-only,speech,Sad,Normal,kids,01,female,03-01-04-01-01-01-06.wav
Actor_06,audio-only,speech,Disgust,Normal,kids,02,female,03-01-07-01-01-02-06.wav
Actor_06,audio-only,speech,Disgust,Strong,dogs,02,female,03-01-07-02-02-02-06.wav
Actor_06,audio-only,speech,Sad,Strong,dogs,01,female,03-01-04-02-02-01-06.wav
Actor_06,audio-only,speech,Happy,Strong,dogs,01,female,03-01-03-02-02-01-06.wav
Actor_06,audio-only,speech,Happy,Normal,kids,01,female,03-01-03-01-01-01-06.wav
Actor_06,audio-only,speech,Neutral,Strong,kids,02,female,03-01-02-02-01-02-06.wav
