mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_1_skew,mfcc_1_kurtosis,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_2_skew,mfcc_2_kurtosis,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_3_skew,mfcc_3_kurtosis,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_4_skew,mfcc_4_kurtosis,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_5_skew,mfcc_5_kurtosis,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_6_skew,mfcc_6_kurtosis,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_7_skew,mfcc_7_kurtosis,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_8_skew,mfcc_8_kurtosis,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_9_skew,mfcc_9_kurtosis,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_10_skew,mfcc_10_kurtosis,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_11_skew,mfcc_11_kurtosis,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_12_skew,mfcc_12_kurtosis,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max,mfcc_13_skew,mfcc_13_kurtosis,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_skew,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,zcr_skew,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,tonnetz_1_mean,tonnetz_1_std,tonnetz_2_mean,tonnetz_2_std,tonnetz_3_mean,tonnetz_3_std,tonnetz_4_mean,tonnetz_4_std,tonnetz_5_mean,tonnetz_5_std,tonnetz_6_mean,tonnetz_6_std,tempo,onset_count,onset_rate,rms_mean,rms_std,rms_skew,energy_entropy_mean,energy_entropy_std,harmonic_centroid_mean,harmonic_centroid_std,percussive_centroid_mean,percussive_centroid_std,harmonic_to_noise_ratio,f0_mean,f0_std,f0_min,f0_max,f0_skew,f0_kurtosis,f0_range,voicing_ratio,duration,sample_rate,file_path,filename
-403.64926,71.62489,-514.1895,-219.1748,0.72196746,-0.4081602,138.91959,27.463717,71.90968,189.83112,-0.31278232,-0.13396621,8.818894,34.342213,-95.568954,43.53515,-1.2746097,0.682034,60.480717,15.969777,18.672483,108.36737,0.29750246,1.0599523,-14.410228,14.766319,-51.348328,7.993425,-0.6927069,-0.66925,16.651852,20.175673,-23.689714,63.674965,-0.060563747,-0.2760446,-22.728132,16.182268,-64.57472,4.747612,-0.67457265,-0.5161617,6.5781636,13.66883,-34.90873,35.888756,-0.74914926,0.6549084,-8.788054,7.377457,-23.941109,16.016087,0.48601225,0.8035462,0.62169576,7.729281,-21.438091,17.124516,-0.44422334,0.11661267,-3.507378,6.1482477,-22.893154,8.986298,-0.9317055,0.62586236,-2.119354,6.253072,-15.576559,16.408491,0.44152474,0.37798214,4.2802987,8.329503,-20.308924,24.524036,-0.16348574,0.3979473,1405.0289565600567,731.3973195737814,2.6151342350791986,3033.66943359375,1412.4586734043055,1760.0243876058605,415.91836976465646,0.06536865234375,0.0669806545551099,2.912928174472594,0.4371645,0.2873845,0.42731756,0.30130047,0.31466383,0.2431758,0.328487,0.23901506,0.32394466,0.25612044,0.3024462,0.24522915,0.39116275,0.26915425,0.44133204,0.32231885,0.45326614,0.29256397,0.56508446,0.36731982,0.57255733,0.31327146,0.4754521,0.27117014,0.0245686506293409,0.056288229985729,0.0049974474646055,0.0519082722757768,-0.0276393239852045,0.0819776389619473,-0.0206758554403986,0.0782142471604893,0.0204336631376441,0.0257334189151063,-0.0096000919894624,0.0271808647455047,135.99917763,7.0,2.527551705503791,0.014821678,0.013075233,1.379418,22.324022512811204,18.00792551866703,1071.5035448840458,136.13811774385005,1634.0681452841018,1069.0971283381473,0.5085832,124.89842551657932,21.74439537262045,91.96585291173604,170.6259238017108,0.610574078337632,-0.6978108852256977,78.66007088997476,0.425,2.769478458049887,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1045_ITS_ANG_XX.wav,1045_ITS_ANG_XX.wav
-258.02042,124.42746,-493.7051,-72.49687,-0.40245306,-1.3839492,143.77211,47.060886,5.1453505,214.99985,-0.5229862,-0.7480769,-10.831067,49.71772,-113.07762,63.337517,-0.014130209,-1.0997854,19.775831,19.047926,-22.466099,48.362206,-0.51993,-0.9770603,-1.270328,22.727798,-41.550682,50.466595,0.07632715,-1.1603243,-22.46978,28.03247,-71.9899,15.4617,-0.1137713,-1.4773835,0.384849,9.664491,-31.42132,25.020693,-0.5253643,0.98690844,7.66447,16.966673,-23.42087,53.056694,0.36386496,-0.40254593,-33.06255,25.107718,-75.713234,4.956291,0.09985666,-1.371505,-7.9289527,9.253675,-33.537685,11.53611,-0.39939392,-0.24584055,-2.549116,9.067799,-35.6245,17.46293,-0.3789267,0.8126161,-7.7956696,11.764538,-43.23903,14.5095415,-0.71345013,0.37613392,5.7403398,10.064001,-12.126547,30.289577,0.47183642,-0.5288105,1187.9551066107852,181.649032744584,-0.0304482132458144,2603.0162464488635,615.8966611377667,1378.0766150830607,360.2171314980182,0.0616122159090909,0.0255881252065746,2.1843101553337663,0.49742842,0.32669196,0.4431126,0.2744034,0.4232543,0.30347285,0.34992784,0.3203618,0.2774577,0.27071676,0.3046714,0.28683382,0.35211197,0.29354453,0.3581851,0.3143197,0.3180751,0.28277025,0.36885637,0.34631228,0.35817218,0.34179416,0.35395998,0.26915774,0.0082366640869658,0.0455480534349555,-0.030853236599673,0.0621498896199558,-0.0406104608090843,0.0907283393544961,-0.0342203309910019,0.0925139134357124,0.0057544404165633,0.0275172090819311,0.019729454655934,0.0321856864566565,83.35433468,11.0,4.818810346882823,0.12011335,0.110015474,0.72542405,24.55496707734455,16.207442643002988,1042.283976156764,137.44486965578392,1351.4566286535664,381.41601630134573,1.2427001,226.7553791636028,44.41241021191176,161.0494265540188,285.30470202322215,-0.1386929096783867,-1.641043526485899,124.25527546920335,0.2121212121212121,2.282721088435374,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1039_IWL_HAP_XX.wav,1039_IWL_HAP_XX.wav
-418.9762,78.503876,-522.05646,-246.55077,0.67027646,-0.9491081,145.83081,21.806412,102.70387,201.6889,1.0294952,0.5370445,-14.035005,27.136427,-78.63167,17.407558,-0.552855,-1.0218469,56.63109,19.719719,32.049744,121.417206,1.562912,1.8056931,-4.9551067,18.59261,-64.49472,22.61465,-1.6800219,2.1238947,22.229885,15.100012,-26.19391,42.765335,-1.454445,1.7037072,-22.286583,11.399752,-54.091248,-6.810544,-1.2154368,0.634356,13.993133,7.7237873,-4.2062774,30.310265,0.17559178,-0.5348072,-15.262704,9.843383,-35.748783,1.1905885,-0.32535577,-1.0721709,-6.228274,7.4196734,-25.642284,11.25411,-0.30648014,0.3019762,-9.134846,8.47335,-31.234907,13.072653,-0.092820086,0.6529379,-2.6839485,7.3724604,-13.310459,23.87484,1.1789676,1.4206576,-2.510221,6.3516397,-21.30149,12.225022,-0.35033357,0.40009475,1313.381979275439,319.587220992242,1.1171331690023891,2663.525390625,649.4086487049659,1676.4370318958704,199.52607654979565,0.0560128348214285,0.027793806127089,1.249552692781405,0.4128434,0.26542583,0.47118497,0.27253783,0.40969825,0.24890056,0.42437336,0.26384974,0.44882584,0.286733,0.37608638,0.25694007,0.33714604,0.22799614,0.37020722,0.22160332,0.4472033,0.25697294,0.5711588,0.2840919,0.6580848,0.3048642,0.45910674,0.253851,0.0025892653535647,0.0358814918523161,0.0244907848867599,0.0346812166196937,-0.0122067475577403,0.0640382860729297,0.0009044005098385,0.0388007070591497,0.0040849828856243,0.0175301539589716,0.0023349242056815,0.0344382620559582,99.38401442,12.0,5.28872099298435,0.010480117,0.008773499,1.3059527,23.35587492316702,17.448988382326622,1105.6265681224495,161.95683701765478,1536.424688856297,457.4501076893787,0.48814517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2689795918367346,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1001_IOM_DIS_XX.wav,1001_IOM_DIS_XX.wav
-386.0101,87.931015,-511.21954,-227.61652,0.49107352,-1.3867142,132.28291,33.078117,45.892895,204.47925,0.09751922,0.17882562,13.8292,28.817223,-52.86415,49.253807,-0.78897196,-0.66202617,42.30798,16.661772,-5.216926,82.93974,-0.41429147,1.040062,-14.79416,22.315348,-68.78249,11.570078,-0.93555903,-0.46231174,21.858276,11.795081,-2.7613437,61.43338,1.0943737,2.3073092,-11.557516,11.524461,-47.15532,5.1524878,-1.193341,0.7765665,8.561089,8.106385,-15.43619,37.589684,0.2027105,2.5656128,-12.946188,13.649135,-46.03846,5.239434,-1.174619,0.033227205,1.0158668,7.8257513,-22.719082,17.467827,-1.0736156,1.4443212,4.901368,8.27806,-9.302275,33.965477,1.5416274,2.4439325,-0.36314234,6.671269,-14.022814,18.783478,0.63974357,0.3659327,6.0478926,5.4841294,-7.2969685,18.358091,0.096500486,-0.2891779,1428.8884313987228,802.9306226580914,3.25772213474454,3089.0983419215427,1335.5265112162476,1786.376265269814,361.08617089612744,0.0714397024601063,0.0816824791381158,3.41697809431081,0.35508683,0.22931811,0.2941505,0.19601911,0.34845668,0.2607185,0.36841795,0.25303027,0.41142595,0.22123311,0.4447394,0.2805602,0.41681686,0.26815498,0.45400527,0.28668332,0.5077877,0.3317308,0.5438316,0.3275016,0.63117385,0.35802814,0.5498733,0.30185986,0.0047975128285811,0.0418221466205047,0.0188562695760655,0.046428247867245,-0.0087550034588009,0.0634273942133777,-0.0533037890303648,0.1020512616516868,0.0086582705488405,0.0233746793260825,-0.0010103842273274,0.0238897275699545,151.99908088,11.0,5.071827363402546,0.02099314,0.023985092,1.2226411,22.62442625796092,17.70497902483251,1113.9409126561577,157.18183165867143,1590.9929291979229,985.0268965361593,0.52167493,131.51313581087993,29.557779573139364,94.11545282508624,195.99771799087463,0.799004630620077,-1.01213964800572,101.8822651657884,0.8297872340425532,2.168843537414966,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1059_IEO_FEA_MD.wav,1059_IEO_FEA_MD.wav
-409.58972,66.83319,-557.03076,-241.12457,0.43349352,-0.35756373,143.09659,20.86256,113.548935,181.07338,0.39977297,-1.3154001,-7.6215854,31.88732,-97.56514,37.818855,-0.6281254,-0.13999295,70.218956,23.32648,30.590847,125.2195,0.6767948,-0.29197526,-11.411082,17.87809,-76.36607,13.765463,-1.7854612,3.3328924,17.69246,16.272926,-10.363593,45.354393,-0.054902323,-1.2504975,-12.233864,10.2292795,-36.15385,10.131896,-0.12732717,-0.4883151,19.570463,11.556958,-3.2307534,45.555405,0.46526945,-0.62676716,-18.534502,10.726517,-43.42603,-3.3210227,-0.5507214,-0.85208774,-1.7553148,5.762794,-16.639217,12.8201685,-0.2487931,0.3024609,-1.9252982,9.096548,-17.45218,23.86152,0.65789473,0.0048923492,-4.1982937,5.849288,-14.056425,11.341119,0.5373634,-0.38318062,3.6468265,5.733764,-6.4613957,18.469818,0.33246025,-0.51557827,1308.02529915577,313.49938314300346,0.865402274864034,2815.94482421875,602.3422821511914,1676.2292120270354,202.44353942993587,0.0539225260416666,0.0255045157446215,1.2620796263061258,0.502923,0.31827116,0.41481984,0.29948246,0.24776876,0.17686734,0.24511293,0.19965509,0.30025268,0.27478144,0.28757703,0.27524102,0.30768296,0.27887592,0.2730417,0.21447,0.26825657,0.21192327,0.3995538,0.30573326,0.6088084,0.35278207,0.541592,0.28372306,-0.0009870012924654,0.0487705946133699,-0.0007395134008139,0.0515125512865508,-0.03809272489614,0.0814702687455536,0.0036337178614399,0.0815497199040696,0.0114693242757148,0.0263262833996489,0.010279600135982,0.0342423108215156,135.99917763,12.0,5.800596282006313,0.012011014,0.00711004,1.2431252,23.01276822456724,18.432786394901985,1020.4846874038644,116.9973857752536,1529.2436387654493,454.8332129478875,1.0934961,152.69962472578683,46.7243373235503,113.87914162255151,244.1052838549259,1.0772287464388086,-0.7472764851685891,130.22614223237437,0.6777777777777778,2.06875283446712,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1014_IOM_DIS_XX.wav,1014_IOM_DIS_XX.wav
-349.96042,92.36812,-476.41138,-187.06699,-0.0576805,-1.3607237,129.63466,18.76075,100.324844,164.41495,0.1640882,-1.4056123,6.801776,36.854412,-70.04225,60.74604,-0.1934424,-0.9481437,31.939394,15.459517,-1.3091719,65.45843,-0.14791976,-0.69474244,-12.104073,27.57238,-62.6493,25.355734,-0.43621537,-1.2828108,11.406273,11.779718,-14.663997,30.412577,-0.60495925,-0.8346057,-3.140568,11.904282,-35.930923,20.87321,-0.9351612,0.531693,0.7931226,7.463401,-14.642916,17.906342,0.0028294364,-0.38772535,-15.073869,11.899532,-49.643887,1.9767494,-0.7411458,0.12072611,5.2749467,7.596197,-8.097019,22.817003,0.31754935,-0.7747655,3.5929463,9.484726,-13.439678,27.06549,0.45510927,-0.56001496,-4.8865533,5.473025,-22.461113,4.8146415,-0.6955847,0.5373409,0.5400878,5.3514996,-10.811686,14.021042,0.2719407,-0.1860714,1189.145047919211,197.29650467996856,0.659889870761437,2413.123089334239,724.3068353754254,1589.0504206137114,249.38110054411575,0.0473155146059782,0.0156963312044548,0.6028495946752181,0.3967619,0.36148477,0.26802692,0.27468702,0.2427589,0.2760467,0.24257962,0.24008207,0.20918241,0.22834629,0.2476619,0.27276847,0.25999558,0.29144302,0.22016193,0.20358369,0.42301792,0.36304063,0.5519207,0.42864358,0.34764177,0.30341,0.25399798,0.23547098,-0.0217993616027421,0.088417342546486,0.0087436522444206,0.066086023719408,-0.0859980390042718,0.1238415288446765,-0.010827620270784,0.1164113454245848,0.0220324848150978,0.0431393293638114,0.0187627228088272,0.0397938328740888,107.66601562,9.0,4.214539044746958,0.039120566,0.037051205,0.97457606,24.586461554698587,17.91336687400387,973.2180966427488,160.7498387514017,1499.8695937252146,416.4521491171871,5.4788513,242.57163745899865,29.355573910939903,211.28204791122093,309.33502415691686,0.668989280353689,-0.8938107994251432,98.05297624569592,0.8478260869565217,2.1354648526077096,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1018_IWL_FEA_XX.wav,1018_IWL_FEA_XX.wav
-389.0865,62.016068,-489.19565,-272.44122,-0.18742836,-1.0586748,132.19524,27.279512,63.20153,183.682,-0.48370418,-0.19504023,10.85896,31.365803,-66.39192,55.51231,-0.64695346,-0.6455629,52.56265,19.100039,5.7353272,90.26163,-0.49170434,0.28275943,-5.279326,16.149382,-58.747437,17.869036,-1.2360598,1.71032,12.441242,18.44726,-36.885757,50.895424,-0.31222603,-0.37695193,-19.73725,13.858664,-52.50768,4.3885126,-0.17413065,-0.8913822,9.496117,12.042315,-23.57727,31.125916,-0.42816204,-0.06123805,-12.156794,10.705345,-32.27999,4.1261764,-0.18248455,-1.414164,0.6370381,10.824722,-27.480467,29.364296,-0.39844006,1.1933589,-0.6773384,5.8748856,-14.900519,10.673088,-0.112851545,-0.48421192,-0.684736,7.1095557,-16.176441,15.576241,0.43238318,-0.15535331,4.4325447,6.208912,-7.4973555,18.538548,0.06867411,-0.9631684,1335.321313906102,691.8739197693271,2.353410381610885,2701.8503289473683,1576.3270527823388,1690.064858435691,448.88510731185886,0.060680509868421,0.0506495418689228,2.54312117438845,0.40382072,0.35019392,0.31832218,0.28659293,0.22389,0.26721734,0.17440842,0.22636068,0.18754357,0.23913267,0.20745982,0.26443586,0.16574982,0.16191053,0.20274203,0.21841796,0.34177107,0.29548413,0.5782618,0.41859797,0.41476843,0.27557233,0.25315946,0.2302789,-0.0055570990322182,0.0620509359300648,-0.0043578225918927,0.0718601022596566,-0.0767829819925526,0.0915930420998015,0.0152991625431331,0.1018971989162481,0.0108486605443864,0.027653374992564,0.0154430866388506,0.0453343790147937,143.5546875,11.0,4.994954591321897,0.019561946,0.014012738,1.240041,24.034153357357408,18.209548757263363,945.4073812617056,132.2686061468832,1657.0581332678407,1065.4028335322892,1.591765,225.44040625464217,22.52124498102262,179.73069985652097,264.6655079380657,-0.0837100061688118,-0.6585406165640775,84.9348080815447,0.8421052631578947,2.2022222222222223,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1012_ITS_NEU_XX.wav,1012_ITS_NEU_XX.wav
-418.02173,44.695107,-491.84967,-294.52628,0.3377265,-0.17381907,141.30682,25.42781,71.67615,186.98108,-0.5277323,0.16525817,19.018774,26.20046,-79.29067,46.950905,-1.9413563,3.8796368,55.271957,15.523516,24.046284,92.67739,0.39331216,-0.22433496,-16.9507,16.813593,-57.9935,6.2688575,-0.8303305,-0.7214074,22.45179,16.78138,-15.089582,66.79796,0.22736932,0.42866373,-15.787679,10.71865,-42.307587,7.764414,-0.19268872,-0.47902775,7.537074,6.737942,-16.264906,16.696432,-1.1914214,1.353404,-10.96306,6.9969296,-29.345383,1.2703835,-0.5161887,-0.3889482,1.938467,5.493687,-9.902417,16.688835,0.29497585,0.016697645,-2.0827239,5.769458,-14.606688,13.098035,-0.14300336,-0.2011435,-3.1941602,5.471182,-23.63038,13.980686,-0.3612294,2.649888,4.823459,5.3120627,-7.789913,16.545832,0.063975945,-0.40380907,1244.1001846187,590.5471908381137,2.2984105853382673,2618.37158203125,1551.825552218647,1700.1823262819985,424.9150591758134,0.0526446906887755,0.0385973170192317,3.1632911309339984,0.27388585,0.28243166,0.3074981,0.2995162,0.25896552,0.23072636,0.20957682,0.19102786,0.20287552,0.17396654,0.25190344,0.234871,0.42430267,0.32144254,0.48253658,0.3066581,0.47747627,0.33335277,0.49093854,0.36738127,0.4453407,0.3984909,0.2879978,0.28476143,0.0026248874758959,0.0628369500082183,-0.0077463317169641,0.087968426573295,-0.0277000368021586,0.1109817195687192,-0.0564161791105057,0.1028072690696779,0.0286638416374938,0.0271321813451874,0.0096796405482658,0.0477554376163154,66.25600962,13.0,5.729447742399713,0.014980429,0.0097161,0.7206183,23.40311721436635,18.37478555276575,937.6292042753288,168.84377428800383,1535.4366081838427,887.9906724533023,1.6745007,195.76179182772964,15.22882897209512,169.64319079487348,231.73942791006385,0.4439121725292062,-0.4364707011102218,62.09623711519038,0.5918367346938775,2.2689795918367346,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1049_TAI_SAD_XX.wav,1049_TAI_SAD_XX.wav
-432.01312,64.16746,-562.44257,-207.89104,1.1661222,1.1954699,137.18922,24.003288,80.948425,195.33444,0.3603248,-0.15323019,20.829329,25.922525,-85.36671,59.62479,-1.7199782,3.3878145,63.42369,15.881024,5.2568793,98.81882,-0.8553062,1.9282794,-9.735705,15.318278,-53.3517,16.866615,-1.0346957,0.41612077,25.99591,14.588281,-7.633603,52.756294,-0.6328091,-0.5461488,-15.538269,14.6815195,-57.499214,5.8925896,-0.78206897,-0.54864836,14.873181,9.927985,-16.024223,39.83821,-0.6424482,0.88006926,-8.137484,10.414476,-35.168312,8.6768265,-0.6720587,-0.44530034,4.479379,6.7108765,-17.513866,17.394346,-1.0814703,1.405724,-2.3799775,5.9470005,-23.001064,9.417807,-0.9467049,0.99907374,-4.9661727,4.603604,-19.681507,10.823229,-0.21508487,1.4475479,2.194011,6.3925343,-11.727711,19.186707,0.16174889,-0.1073432,1126.0928897736082,474.18471054614633,2.306220417746879,2415.042667260906,1485.9056304950043,1721.9097134706744,380.943243806033,0.0432341914848993,0.0291521898332385,2.4240205772540073,0.33566177,0.3079319,0.27199373,0.2642002,0.22154197,0.22174308,0.24908786,0.25206903,0.2846776,0.27731156,0.30072194,0.28801626,0.3277725,0.2972865,0.34116027,0.24389003,0.5102233,0.32464436,0.61387116,0.39545545,0.33933878,0.24182278,0.28374168,0.24935718,0.004107688928006,0.0591996304981689,0.0082363099963379,0.0868061875641611,-0.0758988224845009,0.1029118716624422,-0.0090582623277741,0.0808784763842482,0.00676896222561,0.0387040955967622,0.0195945581052477,0.0315167735863521,151.99908088,10.0,2.9097003206608516,0.014472045,0.010212239,1.370675,23.0430742426163,18.37788003730346,900.4712614628253,163.72288168559658,1393.9631596791787,815.3734893750367,0.5945986,169.4051042934609,40.45356859556867,105.0325764301458,230.40470702053787,0.047753998304721,-1.4838230260275174,125.37213059039206,0.7181208053691275,3.436780045351474,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1007_ITS_NEU_XX.wav,1007_ITS_NEU_XX.wav
-355.1236,99.7936,-504.47778,-164.97333,0.15448056,-1.5680035,119.381546,16.541218,101.16224,164.89401,0.93361014,-0.24084473,1.2791951,45.93469,-91.71373,62.758377,-0.2351175,-1.3785164,34.645103,14.361378,0.670421,58.427086,-0.65946615,-0.3702569,0.37942976,21.361862,-43.250107,35.069183,-0.71286434,-0.7251837,13.173627,8.590518,-10.638596,32.91581,-0.6981932,0.4429388,-14.161346,18.1802,-62.25705,12.841285,-1.1802578,0.3460889,2.1308281,9.598264,-22.610428,35.046814,0.52314454,1.660891,-11.464838,11.217446,-39.32119,6.621648,-0.5671365,-0.64344454,-2.99632,10.178385,-21.60051,22.154627,0.1461626,-0.6316564,-3.1119847,10.36918,-31.251482,18.725216,-0.18431808,0.10877776,-6.776399,11.014929,-34.322445,20.336998,-0.6348723,0.4062543,5.3456435,8.485084,-11.294798,24.46113,0.18477279,-0.57718134,1335.5742533151788,235.2054117526053,0.8615319760042739,2819.6383666992188,720.3833937925197,1665.9535674956653,283.23701874047714,0.055792236328125,0.0224988194990417,0.0396485806446202,0.3018433,0.2788298,0.3470325,0.33408284,0.25463635,0.27175176,0.1961428,0.25475642,0.19524896,0.236116,0.2385313,0.26743248,0.27012318,0.2798204,0.33371806,0.29925653,0.36805582,0.2956091,0.5480107,0.37271962,0.58066195,0.35362643,0.40615883,0.31549272,0.031891865817382,0.0570311688185506,0.0278607751825923,0.0898845353052112,-0.0666884012520318,0.0895246595809442,0.0197968347347335,0.127675803162867,0.0212992041944326,0.0358850309918855,0.0263086809107336,0.045634947270671,234.90767045,10.0,5.449018929471655,0.03380051,0.034990273,1.0762742,24.27486642013099,17.98179036933237,1168.9253539799988,167.11193833927027,1479.4567234619751,305.5190815905314,0.3481126,401.236928734624,100.77097499506448,245.5193713786491,532.3973992564887,-0.1419099921626622,-1.532541200286928,286.8780278778396,0.475,1.8351927437641724,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1078_IEO_HAP_MD.wav,1078_IEO_HAP_MD.wav
-261.02054,122.021736,-420.06372,-58.634575,0.09682993,-1.4783813,86.041725,27.937529,20.866665,147.56357,0.3699522,-0.6063044,-6.4235115,44.58606,-109.71591,51.77998,-0.2577531,-0.89793515,26.741545,15.400967,-13.884325,71.63339,-0.08480245,0.71693754,-14.417257,37.385777,-97.3228,33.30807,-0.7176901,-0.77818584,8.224236,14.067639,-40.468323,46.07394,-0.28517896,1.3146138,-7.2227006,14.840031,-41.807266,19.581608,-0.45134404,-0.8833897,-3.9315999,9.963266,-33.611794,22.111897,-0.053824592,0.51451635,-12.469794,15.026573,-51.983772,6.363493,-0.7627125,-0.6471236,0.7245837,7.5719485,-26.60876,13.009643,-1.1544067,1.9940319,4.0759406,6.8791676,-15.62655,21.02497,0.024841433,0.3821664,-5.414787,6.953446,-21.494942,8.191786,-0.35975468,-0.58418655,2.2408497,6.6120005,-9.436988,24.11743,0.98549634,1.0039482,1813.404805427787,706.5918648461127,1.8096947297550796,3842.90771484375,1056.056177890658,1827.7501670340996,285.3068467481023,0.0994748485331632,0.0652235865043718,1.395259804154967,0.42592227,0.3177476,0.4057875,0.32394406,0.35987535,0.27772287,0.37835836,0.28246555,0.3686183,0.27203137,0.33181092,0.24675928,0.3892247,0.33361605,0.351518,0.31433022,0.39527604,0.32897237,0.51774055,0.37897694,0.4773364,0.3714895,0.38692775,0.28725618,-0.0096221913831069,0.0887711470591477,-0.0224164332120846,0.0651295000546794,-0.0200238096983918,0.1342623878839484,0.0138280801284977,0.1030268169592279,0.020242200091347,0.0331140298687728,0.0162663294230493,0.0464813044983552,198.76802885,11.0,4.847994243568987,0.096989706,0.14368692,1.6645122,23.376094427870875,18.33003672701719,1448.675607248638,320.73360902285003,1983.5468785966875,922.649576884466,1.4912314,309.07869477515993,24.778036066759615,263.1411467822288,353.2860680198856,-0.2459488516289966,-1.180295501652176,90.14492123765676,0.3877551020408163,2.2689795918367346,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1048_IEO_FEA_HI.wav,1048_IEO_FEA_HI.wav
-416.48972,76.01683,-527.9612,-242.3392,0.80258393,-0.70452094,125.10683,27.051481,61.944145,191.50314,0.81789446,-0.24111938,25.62969,20.593521,-38.408905,46.76557,-1.4030688,1.2051945,50.480217,17.55038,14.068999,104.55878,0.8342661,1.3443875,-6.7483625,21.337687,-74.05545,12.347639,-1.7133533,1.8688011,18.998024,14.200031,-17.247414,63.636673,-0.4928557,0.21895957,-6.1729164,10.848434,-47.875374,9.124338,-1.985378,3.9253926,12.770976,6.204018,-7.408682,29.692728,-0.10251572,0.6795275,-9.036407,13.433272,-40.758713,9.066851,-0.6593468,-0.7684529,1.5598643,5.840927,-10.6226015,18.801292,0.027905323,-0.23855662,-0.4948449,6.402734,-15.153691,19.632671,0.6948949,1.525043,-4.022083,5.875473,-18.841345,11.729576,-0.15891439,-0.1408298,4.7755194,5.122464,-5.1797204,22.244663,0.72646904,0.89201784,1257.3923576606446,404.90610458885754,3.6840878639142898,3073.86474609375,1166.2080264469337,1823.5490550341692,316.4734940978959,0.043368252840909,0.0303635369876285,4.9375798055065765,0.39717063,0.2892257,0.25967333,0.19409268,0.24388935,0.20698377,0.29170972,0.24140628,0.35218465,0.27433997,0.390825,0.29347324,0.48235515,0.3084344,0.4519916,0.26713574,0.5664956,0.33455697,0.6373232,0.3602057,0.51922655,0.30867302,0.39946383,0.2452797,-0.0170914543057357,0.0552091323857794,0.0186650651803648,0.1135835248943774,-0.0249010653585781,0.0878786723830037,0.0468338013977387,0.1354007894402234,-0.0016651939606636,0.0384307307936691,0.0271188480501341,0.0407724258672912,135.99917763,14.0,3.9212448396316297,0.016331917,0.018102815,1.5979279,22.94938561594514,18.103292660506792,1040.0722787671602,184.65859944956912,1493.5642206286157,614.0122133451281,3.8388712,110.95210295032705,13.392524247613824,80.9911881955289,133.09934981412218,-0.1001134399235256,-0.544837736692704,52.10816161859327,0.7272727272727273,3.570294784580499,22050.0,/Users/will/Projects/SpeechEmotionCS3540/CREMA-D/AudioWAV/1080_IOM_SAD_XX.wav,1080_IOM_SAD_XX.wav
