actor_id,sentence,emotion,intensity,filename
1049,DFA,Fear,Unspecified,1049_DFA_FEA_XX.wav
1079,WSI,Neutral,Unspecified,1079_WSI_NEU_XX.wav
1082,IWW,Anger,Unspecified,1082_IWW_ANG_XX.wav
1061,ITH,Neutral,Unspecified,1061_ITH_NEU_XX.wav
1074,ITH,Neutral,Unspecified,1074_ITH_NEU_XX.wav
1023,ITH,Anger,Unspecified,1023_ITH_ANG_XX.wav
1036,ITH,Anger,Unspecified,1036_ITH_ANG_XX.wav
1005,IEO,Disgust,Low,1005_IEO_DIS_LO.wav
1010,IEO,Disgust,Low,1010_IEO_DIS_LO.wav
1084,IEO,Sad,Low,1084_IEO_SAD_LO.wav
1091,IEO,Sad,Low,1091_IEO_SAD_LO.wav
1076,TIE,Happy,Unspecified,1076_TIE_HAP_XX.wav
1063,TIE,Happy,Unspecified,1063_TIE_HAP_XX.wav
1057,TIE,Fear,Unspecified,1057_TIE_FEA_XX.wav
1042,TIE,Fear,Unspecified,1042_TIE_FEA_XX.wav
1079,IWW,Sad,Unspecified,1079_IWW_SAD_XX.wav
1041,WSI,Disgust,Unspecified,1041_WSI_DIS_XX.wav
1050,TIE,Sad,Unspecified,1050_TIE_SAD_XX.wav
1054,WSI,Disgust,Unspecified,1054_WSI_DIS_XX.wav
1045,TIE,Sad,Unspecified,1045_TIE_SAD_XX.wav
1083,IEO,Fear,Low,1083_IEO_FEA_LO.wav
1019,IWW,Anger,Unspecified,1019_IWW_ANG_XX.wav
1044,ITH,Fear,Unspecified,1044_ITH_FEA_XX.wav
1051,ITH,Fear,Unspecified,1051_ITH_FEA_XX.wav
1065,ITH,Happy,Unspecified,1065_ITH_HAP_XX.wav
1054,DFA,Disgust,Unspecified,1054_DFA_DIS_XX.wav
1041,DFA,Disgust,Unspecified,1041_DFA_DIS_XX.wav
1070,ITH,Happy,Unspecified,1070_ITH_HAP_XX.wav
1072,TIE,Neutral,Unspecified,1072_TIE_NEU_XX.wav
1067,TIE,Neutral,Unspecified,1067_TIE_NEU_XX.wav
1030,TIE,Anger,Unspecified,1030_TIE_ANG_XX.wav
1025,TIE,Anger,Unspecified,1025_TIE_ANG_XX.wav
1043,ITH,Sad,Unspecified,1043_ITH_SAD_XX.wav
1056,ITH,Sad,Unspecified,1056_ITH_SAD_XX.wav
1050,IEO,Neutral,Unspecified,1050_IEO_NEU_XX.wav
1045,IEO,Neutral,Unspecified,1045_IEO_NEU_XX.wav
1079,MTI,Neutral,Unspecified,1079_MTI_NEU_XX.wav
1086,TAI,Happy,Unspecified,1086_TAI_HAP_XX.wav
1027,IEO,Disgust,High,1027_IEO_DIS_HI.wav
1032,IEO,Disgust,High,1032_IEO_DIS_HI.wav
1062,IWL,Disgust,Unspecified,1062_IWL_DIS_XX.wav
1077,IWL,Disgust,Unspecified,1077_IWL_DIS_XX.wav
1036,IEO,Disgust,Medium,1036_IEO_DIS_MD.wav
1083,TSI,Fear,Unspecified,1083_TSI_FEA_XX.wav
1023,IEO,Disgust,Medium,1023_IEO_DIS_MD.wav
1005,TSI,Disgust,Unspecified,1005_TSI_DIS_XX.wav
1010,TSI,Disgust,Unspecified,1010_TSI_DIS_XX.wav
1091,IEO,Happy,Medium,1091_IEO_HAP_MD.wav
1084,IEO,Happy,Medium,1084_IEO_HAP_MD.wav
1034,TAI,Disgust,Unspecified,1034_TAI_DIS_XX.wav
1021,TAI,Disgust,Unspecified,1021_TAI_DIS_XX.wav
1084,TSI,Sad,Unspecified,1084_TSI_SAD_XX.wav
1080,IEO,Happy,High,1080_IEO_HAP_HI.wav
1069,IOM,Sad,Unspecified,1069_IOM_SAD_XX.wav
1091,TSI,Sad,Unspecified,1091_TSI_SAD_XX.wav
1082,TAI,Neutral,Unspecified,1082_TAI_NEU_XX.wav
1049,MTI,Fear,Unspecified,1049_MTI_FEA_XX.wav
1068,MTI,Happy,Unspecified,1068_MTI_HAP_XX.wav
1009,IOM,Anger,Unspecified,1009_IOM_ANG_XX.wav
1058,ITS,Disgust,Unspecified,1058_ITS_DIS_XX.wav
1083,IWL,Anger,Unspecified,1083_IWL_ANG_XX.wav
1079,TAI,Happy,Unspecified,1079_TAI_HAP_XX.wav
1048,IEO,Sad,Medium,1048_IEO_SAD_MD.wav
1009,IWL,Sad,Unspecified,1009_IWL_SAD_XX.wav
1058,TAI,Fear,Unspecified,1058_TAI_FEA_XX.wav
1086,MTI,Neutral,Unspecified,1086_MTI_NEU_XX.wav
1088,IWL,Disgust,Unspecified,1088_IWL_DIS_XX.wav
1048,TSI,Happy,Unspecified,1048_TSI_HAP_XX.wav
1059,IEO,Sad,High,1059_IEO_SAD_HI.wav
1069,TSI,Fear,Unspecified,1069_TSI_FEA_XX.wav
1091,IOM,Fear,Unspecified,1091_IOM_FEA_XX.wav
1084,IOM,Fear,Unspecified,1084_IOM_FEA_XX.wav
1046,ITS,Anger,Unspecified,1046_ITS_ANG_XX.wav
1053,ITS,Anger,Unspecified,1053_ITS_ANG_XX.wav
1017,IOM,Disgust,Unspecified,1017_IOM_DIS_XX.wav
1002,IOM,Disgust,Unspecified,1002_IOM_DIS_XX.wav
1004,ITS,Neutral,Unspecified,1004_ITS_NEU_XX.wav
1011,ITS,Neutral,Unspecified,1011_ITS_NEU_XX.wav
1083,IOM,Sad,Unspecified,1083_IOM_SAD_XX.wav
1082,MTI,Happy,Unspecified,1082_MTI_HAP_XX.wav
1026,ITS,Sad,Unspecified,1026_ITS_SAD_XX.wav
1033,ITS,Sad,Unspecified,1033_ITS_SAD_XX.wav
1068,TAI,Neutral,Unspecified,1068_TAI_NEU_XX.wav
1059,TSI,Neutral,Unspecified,1059_TSI_NEU_XX.wav
1021,ITS,Fear,Unspecified,1021_ITS_FEA_XX.wav
1034,ITS,Fear,Unspecified,1034_ITS_FEA_XX.wav
1015,ITS,Happy,Unspecified,1015_ITS_HAP_XX.wav
1028,IEO,Anger,Medium,1028_IEO_ANG_MD.wav
1069,IWL,Anger,Unspecified,1069_IWL_ANG_XX.wav
1039,IEO,Anger,High,1039_IEO_ANG_HI.wav
1030,MTI,Disgust,Unspecified,1030_MTI_DIS_XX.wav
1025,MTI,Disgust,Unspecified,1025_MTI_DIS_XX.wav
1038,WSI,Fear,Unspecified,1038_WSI_FEA_XX.wav
1081,IWW,Fear,Unspecified,1081_IWW_FEA_XX.wav
1019,WSI,Happy,Unspecified,1019_WSI_HAP_XX.wav
1089,TIE,Happy,Unspecified,1089_TIE_HAP_XX.wav
1086,IWW,Sad,Unspecified,1086_IWW_SAD_XX.wav
1069,IEO,Fear,Low,1069_IEO_FEA_LO.wav
1048,IEO,Happy,Low,1048_IEO_HAP_LO.wav
1007,IWW,Disgust,Unspecified,1007_IWW_DIS_XX.wav
1012,IWW,Disgust,Unspecified,1012_IWW_DIS_XX.wav
1008,DFA,Neutral,Unspecified,1008_DFA_NEU_XX.wav
1038,DFA,Fear,Unspecified,1038_DFA_FEA_XX.wav
1028,ITH,Disgust,Unspecified,1028_ITH_DIS_XX.wav
1019,DFA,Happy,Unspecified,1019_DFA_HAP_XX.wav
1008,IWW,Sad,Unspecified,1008_IWW_SAD_XX.wav
1025,WSI,Disgust,Unspecified,1025_WSI_DIS_XX.wav
1034,TIE,Sad,Unspecified,1034_TIE_SAD_XX.wav
1030,WSI,Disgust,Unspecified,1030_WSI_DIS_XX.wav
1021,TIE,Sad,Unspecified,1021_TIE_SAD_XX.wav
1086,DFA,Neutral,Unspecified,1086_DFA_NEU_XX.wav
1089,IWW,Disgust,Unspecified,1089_IWW_DIS_XX.wav
1082,WSI,Happy,Unspecified,1082_WSI_HAP_XX.wav
1005,ITH,Neutral,Unspecified,1005_ITH_NEU_XX.wav
1010,ITH,Neutral,Unspecified,1010_ITH_NEU_XX.wav
1061,IEO,Disgust,Low,1061_IEO_DIS_LO.wav
1074,IEO,Disgust,Low,1074_IEO_DIS_LO.wav
1047,ITH,Anger,Unspecified,1047_ITH_ANG_XX.wav
1052,ITH,Anger,Unspecified,1052_ITH_ANG_XX.wav
1033,TIE,Fear,Unspecified,1033_TIE_FEA_XX.wav
1026,TIE,Fear,Unspecified,1026_TIE_FEA_XX.wav
1012,TIE,Happy,Unspecified,1012_TIE_HAP_XX.wav
1007,TIE,Happy,Unspecified,1007_TIE_HAP_XX.wav
1027,ITH,Sad,Unspecified,1027_ITH_SAD_XX.wav
1032,ITH,Sad,Unspecified,1032_ITH_SAD_XX.wav
1034,IEO,Neutral,Unspecified,1034_IEO_NEU_XX.wav
1021,IEO,Neutral,Unspecified,1021_IEO_NEU_XX.wav
1082,DFA,Happy,Unspecified,1082_DFA_HAP_XX.wav
1080,IEO,Anger,Low,1080_IEO_ANG_LO.wav
1068,IWW,Anger,Unspecified,1068_IWW_ANG_XX.wav
1030,DFA,Disgust,Unspecified,1030_DFA_DIS_XX.wav
1001,ITH,Happy,Unspecified,1001_ITH_HAP_XX.wav
1086,WSI,Neutral,Unspecified,1086_WSI_NEU_XX.wav
1014,ITH,Happy,Unspecified,1014_ITH_HAP_XX.wav
1025,DFA,Disgust,Unspecified,1025_DFA_DIS_XX.wav
1020,ITH,Fear,Unspecified,1020_ITH_FEA_XX.wav
1035,ITH,Fear,Unspecified,1035_ITH_FEA_XX.wav
1016,TIE,Neutral,Unspecified,1016_TIE_NEU_XX.wav
1003,TIE,Neutral,Unspecified,1003_TIE_NEU_XX.wav
1054,TIE,Anger,Unspecified,1054_TIE_ANG_XX.wav
1041,TIE,Anger,Unspecified,1041_TIE_ANG_XX.wav
1080,IWL,Fear,Unspecified,1080_IWL_FEA_XX.wav
1061,TSI,Disgust,Unspecified,1061_TSI_DIS_XX.wav
1074,TSI,Disgust,Unspecified,1074_TSI_DIS_XX.wav
1018,IOM,Sad,Unspecified,1018_IOM_SAD_XX.wav
1050,TAI,Disgust,Unspecified,1050_TAI_DIS_XX.wav
1045,TAI,Disgust,Unspecified,1045_TAI_DIS_XX.wav
1008,MTI,Neutral,Unspecified,1008_MTI_NEU_XX.wav
1087,IWL,Sad,Unspecified,1087_IWL_SAD_XX.wav
1043,IEO,Disgust,High,1043_IEO_DIS_HI.wav
1056,IEO,Disgust,High,1056_IEO_DIS_HI.wav
1052,IEO,Disgust,Medium,1052_IEO_DIS_MD.wav
1047,IEO,Disgust,Medium,1047_IEO_DIS_MD.wav
1006,IWL,Disgust,Unspecified,1006_IWL_DIS_XX.wav
1013,IWL,Disgust,Unspecified,1013_IWL_DIS_XX.wav
1019,MTI,Happy,Unspecified,1019_MTI_HAP_XX.wav
1038,MTI,Fear,Unspecified,1038_MTI_FEA_XX.wav
1080,TSI,Anger,Unspecified,1080_TSI_ANG_XX.wav
1078,IOM,Anger,Unspecified,1078_IOM_ANG_XX.wav
1029,ITS,Disgust,Unspecified,1029_ITS_DIS_XX.wav
1022,MTI,Sad,Unspecified,1022_MTI_SAD_XX.wav
1037,MTI,Sad,Unspecified,1037_MTI_SAD_XX.wav
1086,ITS,Happy,Unspecified,1086_ITS_HAP_XX.wav
1025,MTI,Fear,Unspecified,1025_MTI_FEA_XX.wav
1030,MTI,Fear,Unspecified,1030_MTI_FEA_XX.wav
1004,MTI,Happy,Unspecified,1004_MTI_HAP_XX.wav
1011,MTI,Happy,Unspecified,1011_MTI_HAP_XX.wav
1065,IOM,Anger,Unspecified,1065_IOM_ANG_XX.wav
1088,TSI,Anger,Unspecified,1088_TSI_ANG_XX.wav
1070,IOM,Anger,Unspecified,1070_IOM_ANG_XX.wav
1027,IOM,Neutral,Unspecified,1027_IOM_NEU_XX.wav
1032,IOM,Neutral,Unspecified,1032_IOM_NEU_XX.wav
1034,ITS,Disgust,Unspecified,1034_ITS_DIS_XX.wav
1021,ITS,Disgust,Unspecified,1021_ITS_DIS_XX.wav
1084,IOM,Disgust,Unspecified,1084_IOM_DIS_XX.wav
1069,TSI,Disgust,Unspecified,1069_TSI_DIS_XX.wav
1091,IOM,Disgust,Unspecified,1091_IOM_DIS_XX.wav
1082,ITS,Neutral,Unspecified,1082_ITS_NEU_XX.wav
1088,IWL,Fear,Unspecified,1088_IWL_FEA_XX.wav
1058,TAI,Disgust,Unspecified,1058_TAI_DIS_XX.wav
1005,IOM,Sad,Unspecified,1005_IOM_SAD_XX.wav
1010,IOM,Sad,Unspecified,1010_IOM_SAD_XX.wav
1015,MTI,Neutral,Unspecified,1015_MTI_NEU_XX.wav
1042,MTI,Anger,Unspecified,1042_MTI_ANG_XX.wav
1057,MTI,Anger,Unspecified,1057_MTI_ANG_XX.wav
1023,IOM,Happy,Unspecified,1023_IOM_HAP_XX.wav
1036,IOM,Happy,Unspecified,1036_IOM_HAP_XX.wav
1002,IOM,Fear,Unspecified,1002_IOM_FEA_XX.wav
1017,IOM,Fear,Unspecified,1017_IOM_FEA_XX.wav
1029,IEO,Neutral,Unspecified,1029_IEO_NEU_XX.wav
1088,IEO,Anger,Low,1088_IEO_ANG_LO.wav
1075,IWW,Anger,Unspecified,1075_IWW_ANG_XX.wav
1060,IWW,Anger,Unspecified,1060_IWW_ANG_XX.wav
1037,IWW,Neutral,Unspecified,1037_IWW_NEU_XX.wav
1022,IWW,Neutral,Unspecified,1022_IWW_NEU_XX.wav
1028,ITH,Fear,Unspecified,1028_ITH_FEA_XX.wav
1038,DFA,Disgust,Unspecified,1038_DFA_DIS_XX.wav
1009,ITH,Happy,Unspecified,1009_ITH_HAP_XX.wav
1049,TIE,Anger,Unspecified,1049_TIE_ANG_XX.wav
1015,IWW,Sad,Unspecified,1015_IWW_SAD_XX.wav
1081,IWW,Disgust,Unspecified,1081_IWW_DIS_XX.wav
1038,WSI,Disgust,Unspecified,1038_WSI_DIS_XX.wav
1029,TIE,Sad,Unspecified,1029_TIE_SAD_XX.wav
1033,IWW,Happy,Unspecified,1033_IWW_HAP_XX.wav
1026,IWW,Happy,Unspecified,1026_IWW_HAP_XX.wav
1012,IWW,Fear,Unspecified,1012_IWW_FEA_XX.wav
1018,ITH,Neutral,Unspecified,1018_ITH_NEU_XX.wav
1007,IWW,Fear,Unspecified,1007_IWW_FEA_XX.wav
1069,IEO,Disgust,Low,1069_IEO_DIS_LO.wav
1015,WSI,Neutral,Unspecified,1015_WSI_NEU_XX.wav
1087,ITH,Happy,Unspecified,1087_ITH_HAP_XX.wav
1057,WSI,Anger,Unspecified,1057_WSI_ANG_XX.wav
1042,WSI,Anger,Unspecified,1042_WSI_ANG_XX.wav
1085,TIE,Neutral,Unspecified,1085_TIE_NEU_XX.wav
1022,DFA,Sad,Unspecified,1022_DFA_SAD_XX.wav
1037,DFA,Sad,Unspecified,1037_DFA_SAD_XX.wav
1090,TIE,Neutral,Unspecified,1090_TIE_NEU_XX.wav
1004,DFA,Happy,Unspecified,1004_DFA_HAP_XX.wav
1035,ITH,Disgust,Unspecified,1035_ITH_DIS_XX.wav
1020,ITH,Disgust,Unspecified,1020_ITH_DIS_XX.wav
1011,DFA,Happy,Unspecified,1011_DFA_HAP_XX.wav
1025,DFA,Fear,Unspecified,1025_DFA_FEA_XX.wav
1013,IEO,Anger,Low,1013_IEO_ANG_LO.wav
1006,IEO,Anger,Low,1006_IEO_ANG_LO.wav
1030,DFA,Fear,Unspecified,1030_DFA_FEA_XX.wav
1011,WSI,Happy,Unspecified,1011_WSI_HAP_XX.wav
1004,WSI,Happy,Unspecified,1004_WSI_HAP_XX.wav
1083,ITH,Neutral,Unspecified,1083_ITH_NEU_XX.wav
1089,IWW,Fear,Unspecified,1089_IWW_FEA_XX.wav
1030,WSI,Fear,Unspecified,1030_WSI_FEA_XX.wav
1025,WSI,Fear,Unspecified,1025_WSI_FEA_XX.wav
1081,TIE,Happy,Unspecified,1081_TIE_HAP_XX.wav
1073,IEO,Sad,Low,1073_IEO_SAD_LO.wav
1066,IEO,Sad,Low,1066_IEO_SAD_LO.wav
1037,WSI,Sad,Unspecified,1037_WSI_SAD_XX.wav
1026,TIE,Disgust,Unspecified,1026_TIE_DIS_XX.wav
1022,WSI,Sad,Unspecified,1022_WSI_SAD_XX.wav
1033,TIE,Disgust,Unspecified,1033_TIE_DIS_XX.wav
1055,IEO,Happy,Low,1055_IEO_HAP_LO.wav
1040,IEO,Happy,Low,1040_IEO_HAP_LO.wav
1042,DFA,Anger,Unspecified,1042_DFA_ANG_XX.wav
1074,IEO,Fear,Low,1074_IEO_FEA_LO.wav
1061,IEO,Fear,Low,1061_IEO_FEA_LO.wav
1057,DFA,Anger,Unspecified,1057_DFA_ANG_XX.wav
1015,DFA,Neutral,Unspecified,1015_DFA_NEU_XX.wav
1022,TAI,Anger,Unspecified,1022_TAI_ANG_XX.wav
1037,TAI,Anger,Unspecified,1037_TAI_ANG_XX.wav
1060,TAI,Neutral,Unspecified,1060_TAI_NEU_XX.wav
1075,TAI,Neutral,Unspecified,1075_TAI_NEU_XX.wav
1051,TSI,Neutral,Unspecified,1051_TSI_NEU_XX.wav
1044,TSI,Neutral,Unspecified,1044_TSI_NEU_XX.wav
1013,TSI,Anger,Unspecified,1013_TSI_ANG_XX.wav
1006,TSI,Anger,Unspecified,1006_TSI_ANG_XX.wav
1008,ITS,Happy,Unspecified,1008_ITS_HAP_XX.wav
1036,IWL,Neutral,Unspecified,1036_IWL_NEU_XX.wav
1023,IWL,Neutral,Unspecified,1023_IWL_NEU_XX.wav
1029,ITS,Fear,Unspecified,1029_ITS_FEA_XX.wav
1074,IWL,Anger,Unspecified,1074_IWL_ANG_XX.wav
1061,IWL,Anger,Unspecified,1061_IWL_ANG_XX.wav
1020,IEO,Anger,Medium,1020_IEO_ANG_MD.wav
1035,IEO,Anger,Medium,1035_IEO_ANG_MD.wav
1038,MTI,Disgust,Unspecified,1038_MTI_DIS_XX.wav
1031,IEO,Anger,High,1031_IEO_ANG_HI.wav
1024,IEO,Anger,High,1024_IEO_ANG_HI.wav
1045,TAI,Fear,Unspecified,1045_TAI_FEA_XX.wav
1014,IWL,Sad,Unspecified,1014_IWL_SAD_XX.wav
1001,IWL,Sad,Unspecified,1001_IWL_SAD_XX.wav
1050,TAI,Fear,Unspecified,1050_TAI_FEA_XX.wav
1064,TAI,Happy,Unspecified,1064_TAI_HAP_XX.wav
1040,IEO,Sad,Medium,1040_IEO_SAD_MD.wav
1055,IEO,Sad,Medium,1055_IEO_SAD_MD.wav
1071,TAI,Happy,Unspecified,1071_TAI_HAP_XX.wav
1074,TSI,Fear,Unspecified,1074_TSI_FEA_XX.wav
1061,TSI,Fear,Unspecified,1061_TSI_FEA_XX.wav
1055,TSI,Happy,Unspecified,1055_TSI_HAP_XX.wav
1051,IEO,Sad,High,1051_IEO_SAD_HI.wav
1080,IWL,Disgust,Unspecified,1080_IWL_DIS_XX.wav
1044,IEO,Sad,High,1044_IEO_SAD_HI.wav
1040,TSI,Happy,Unspecified,1040_TSI_HAP_XX.wav
1066,IEO,Happy,Medium,1066_IEO_HAP_MD.wav
1013,IWL,Fear,Unspecified,1013_IWL_FEA_XX.wav
1019,ITS,Neutral,Unspecified,1019_ITS_NEU_XX.wav
1042,TAI,Sad,Unspecified,1042_TAI_SAD_XX.wav
1057,TAI,Sad,Unspecified,1057_TAI_SAD_XX.wav
1006,IWL,Fear,Unspecified,1006_IWL_FEA_XX.wav
1073,IEO,Happy,Medium,1073_IEO_HAP_MD.wav
1032,IWL,Happy,Unspecified,1032_IWL_HAP_XX.wav
1047,IEO,Fear,Medium,1047_IEO_FEA_MD.wav
1052,IEO,Fear,Medium,1052_IEO_FEA_MD.wav
1027,IWL,Happy,Unspecified,1027_IWL_HAP_XX.wav
1077,IEO,Happy,High,1077_IEO_HAP_HI.wav
1073,TSI,Sad,Unspecified,1073_TSI_SAD_XX.wav
1066,TSI,Sad,Unspecified,1066_TSI_SAD_XX.wav
1062,IEO,Happy,High,1062_IEO_HAP_HI.wav
1056,IEO,Fear,High,1056_IEO_FEA_HI.wav
1043,IEO,Fear,High,1043_IEO_FEA_HI.wav
1060,MTI,Happy,Unspecified,1060_MTI_HAP_XX.wav
1075,MTI,Happy,Unspecified,1075_MTI_HAP_XX.wav
1041,MTI,Fear,Unspecified,1041_MTI_FEA_XX.wav
1054,MTI,Fear,Unspecified,1054_MTI_FEA_XX.wav
1001,IOM,Anger,Unspecified,1001_IOM_ANG_XX.wav
1014,IOM,Anger,Unspecified,1014_IOM_ANG_XX.wav
1050,ITS,Disgust,Unspecified,1050_ITS_DIS_XX.wav
1045,ITS,Disgust,Unspecified,1045_ITS_DIS_XX.wav
1043,IOM,Neutral,Unspecified,1043_IOM_NEU_XX.wav
1056,IOM,Neutral,Unspecified,1056_IOM_NEU_XX.wav
1046,MTI,Sad,Unspecified,1046_MTI_SAD_XX.wav
1053,MTI,Sad,Unspecified,1053_MTI_SAD_XX.wav
1064,MTI,Neutral,Unspecified,1064_MTI_NEU_XX.wav
1071,MTI,Neutral,Unspecified,1071_MTI_NEU_XX.wav
1026,MTI,Anger,Unspecified,1026_MTI_ANG_XX.wav
1033,MTI,Anger,Unspecified,1033_MTI_ANG_XX.wav
1066,IOM,Fear,Unspecified,1066_IOM_FEA_XX.wav
1073,IOM,Fear,Unspecified,1073_IOM_FEA_XX.wav
1047,IOM,Happy,Unspecified,1047_IOM_HAP_XX.wav
1052,IOM,Happy,Unspecified,1052_IOM_HAP_XX.wav
1018,TSI,Disgust,Unspecified,1018_TSI_DIS_XX.wav
1061,IOM,Sad,Unspecified,1061_IOM_SAD_XX.wav
1074,IOM,Sad,Unspecified,1074_IOM_SAD_XX.wav
1088,IEO,Happy,High,1088_IEO_HAP_HI.wav
1029,TAI,Disgust,Unspecified,1029_TAI_DIS_XX.wav
1011,IWW,Anger,Unspecified,1011_IWW_ANG_XX.wav
1004,IWW,Anger,Unspecified,1004_IWW_ANG_XX.wav
1049,DFA,Disgust,Unspecified,1049_DFA_DIS_XX.wav
1078,ITH,Happy,Unspecified,1078_ITH_HAP_XX.wav
1053,IWW,Neutral,Unspecified,1053_IWW_NEU_XX.wav
1059,ITH,Fear,Unspecified,1059_ITH_FEA_XX.wav
1046,IWW,Neutral,Unspecified,1046_IWW_NEU_XX.wav
1038,TIE,Anger,Unspecified,1038_TIE_ANG_XX.wav
1058,IEO,Neutral,Unspecified,1058_IEO_NEU_XX.wav
1076,IWW,Fear,Unspecified,1076_IWW_FEA_XX.wav
1063,IWW,Fear,Unspecified,1063_IWW_FEA_XX.wav
1069,ITH,Neutral,Unspecified,1069_ITH_NEU_XX.wav
1057,IWW,Happy,Unspecified,1057_IWW_HAP_XX.wav
1042,IWW,Happy,Unspecified,1042_IWW_HAP_XX.wav
1018,IEO,Disgust,Low,1018_IEO_DIS_LO.wav
1071,IWW,Sad,Unspecified,1071_IWW_SAD_XX.wav
1064,IWW,Sad,Unspecified,1064_IWW_SAD_XX.wav
1049,WSI,Disgust,Unspecified,1049_WSI_DIS_XX.wav
1058,TIE,Sad,Unspecified,1058_TIE_SAD_XX.wav
1077,IEO,Anger,Low,1077_IEO_ANG_LO.wav
1041,DFA,Fear,Unspecified,1041_DFA_FEA_XX.wav
1054,DFA,Fear,Unspecified,1054_DFA_FEA_XX.wav
1062,IEO,Anger,Low,1062_IEO_ANG_LO.wav
1051,ITH,Disgust,Unspecified,1051_ITH_DIS_XX.wav
1060,DFA,Happy,Unspecified,1060_DFA_HAP_XX.wav
1075,DFA,Happy,Unspecified,1075_DFA_HAP_XX.wav
1044,ITH,Disgust,Unspecified,1044_ITH_DIS_XX.wav
1071,WSI,Neutral,Unspecified,1071_WSI_NEU_XX.wav
1064,WSI,Neutral,Unspecified,1064_WSI_NEU_XX.wav
1033,WSI,Anger,Unspecified,1033_WSI_ANG_XX.wav
1026,WSI,Anger,Unspecified,1026_WSI_ANG_XX.wav
1046,DFA,Sad,Unspecified,1046_DFA_SAD_XX.wav
1053,DFA,Sad,Unspecified,1053_DFA_SAD_XX.wav
1053,WSI,Sad,Unspecified,1053_WSI_SAD_XX.wav
1042,TIE,Disgust,Unspecified,1042_TIE_DIS_XX.wav
1046,WSI,Sad,Unspecified,1046_WSI_SAD_XX.wav
1057,TIE,Disgust,Unspecified,1057_TIE_DIS_XX.wav
1010,IEO,Fear,Low,1010_IEO_FEA_LO.wav
1026,DFA,Anger,Unspecified,1026_DFA_ANG_XX.wav
1033,DFA,Anger,Unspecified,1033_DFA_ANG_XX.wav
1005,IEO,Fear,Low,1005_IEO_FEA_LO.wav
1031,IEO,Happy,Low,1031_IEO_HAP_LO.wav
1024,IEO,Happy,Low,1024_IEO_HAP_LO.wav
1064,DFA,Neutral,Unspecified,1064_DFA_NEU_XX.wav
1071,DFA,Neutral,Unspecified,1071_DFA_NEU_XX.wav
1083,IEO,Disgust,Low,1083_IEO_DIS_LO.wav
1054,WSI,Fear,Unspecified,1054_WSI_FEA_XX.wav
1041,WSI,Fear,Unspecified,1041_WSI_FEA_XX.wav
1075,WSI,Happy,Unspecified,1075_WSI_HAP_XX.wav
1060,WSI,Happy,Unspecified,1060_WSI_HAP_XX.wav
1017,IEO,Sad,Low,1017_IEO_SAD_LO.wav
1002,IEO,Sad,Low,1002_IEO_SAD_LO.wav
1052,IWL,Neutral,Unspecified,1052_IWL_NEU_XX.wav
1058,ITS,Fear,Unspecified,1058_ITS_FEA_XX.wav
1047,IWL,Neutral,Unspecified,1047_IWL_NEU_XX.wav
