mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_1_skew,mfcc_1_kurtosis,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_2_skew,mfcc_2_kurtosis,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_3_skew,mfcc_3_kurtosis,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_4_skew,mfcc_4_kurtosis,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_5_skew,mfcc_5_kurtosis,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_6_skew,mfcc_6_kurtosis,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_7_skew,mfcc_7_kurtosis,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_8_skew,mfcc_8_kurtosis,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_9_skew,mfcc_9_kurtosis,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_10_skew,mfcc_10_kurtosis,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_11_skew,mfcc_11_kurtosis,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_12_skew,mfcc_12_kurtosis,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max,mfcc_13_skew,mfcc_13_kurtosis,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_skew,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,zcr_skew,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,tonnetz_1_mean,tonnetz_1_std,tonnetz_2_mean,tonnetz_2_std,tonnetz_3_mean,tonnetz_3_std,tonnetz_4_mean,tonnetz_4_std,tonnetz_5_mean,tonnetz_5_std,tonnetz_6_mean,tonnetz_6_std,tempo,onset_count,onset_rate,rms_mean,rms_std,rms_skew,energy_entropy_mean,energy_entropy_std,harmonic_centroid_mean,harmonic_centroid_std,percussive_centroid_mean,percussive_centroid_std,harmonic_to_noise_ratio,f0_mean,f0_std,f0_min,f0_max,f0_skew,f0_kurtosis,f0_range,voicing_ratio,duration,sample_rate,file_path,filename,actor_id,emotion,index,dataset
-317.98645,114.365234,-476.21664,-109.52897,0.0196097,-1.3680009,97.8532,67.6381,-43.24788,223.07565,-0.031787585,-1.215354,13.772433,33.87602,-69.12465,80.434654,-0.43398142,-0.2660482,33.6133,30.588043,-23.044327,114.84517,0.8694695,0.010901213,4.7822437,24.41318,-60.360886,46.352623,-0.6659949,-0.36736727,-5.683374,22.0272,-55.590908,53.554222,-0.31759363,-0.23708534,-18.489012,21.415672,-77.02695,12.476488,-0.48722,-0.6970265,-1.6480106,12.959274,-39.246597,22.16198,-0.9034755,0.28726387,-6.8984013,15.596045,-43.140823,22.795706,-0.5026475,-0.7149577,-5.4959073,14.857672,-42.407677,25.76382,-0.20361634,-0.9068403,-0.40255135,11.579253,-31.899765,23.119335,-0.48911422,-0.2995186,-4.2897606,12.569061,-33.81192,17.721931,-0.5237216,-0.78560996,-0.6292889,10.512818,-30.444954,25.056328,-0.6521614,-0.07417321,860.7246848736127,786.8269700348792,2.596105967931387,1484.2450420673076,1565.430408359079,1201.4691443008169,484.8991342712718,0.028610777243589743,0.03812150659180898,3.8321553002560926,0.521595,0.36326572,0.5531208,0.36104074,0.4860983,0.37271637,0.4638489,0.39902923,0.47576058,0.42132595,0.49970758,0.42532697,0.47644576,0.4087253,0.45542142,0.3877747,0.48639762,0.3778847,0.48640904,0.3723847,0.45769754,0.35677624,0.41713005,0.33071923,-0.008214509867504093,0.08585956103673921,0.014386213842317088,0.08454189349504511,-0.024270000110547987,0.10262541136514153,0.05931918763865981,0.1482328149237809,0.003750326073194326,0.03715771905666468,0.00358800403952888,0.04569257275010686,[83.35433468],18,3.9848997500025103,0.14027412,0.116710424,0.60049933,25.405039481932523,12.98601193526007,506.7537471552272,377.1492286161179,1587.0174981956313,1084.0690826329687,1.0165778,204.55279767784427,54.641442671799226,98.56656061031477,309.33502415691686,0.1660473270529866,-1.1154334913887631,210.7684635466021,0.6102564102564103,4.517052154195011,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/JE_h06.wav,JE_h06.wav,JE,Happy,06,SAVEE
-322.43286,102.957794,-459.81042,-99.62626,0.15277882,-1.3386482,89.352295,64.64404,-19.76709,213.16013,0.2209326,-1.3364352,16.440556,30.18952,-57.472008,81.341446,-0.20060602,-0.07529354,24.283628,26.471222,-42.840546,117.64013,0.7353441,1.9221873,-2.9486425,24.24551,-61.866844,51.412407,-0.29294303,-0.7039509,-2.8751318,20.570498,-61.142517,41.932037,-0.45667118,-0.53031445,-16.774689,22.068958,-67.90263,14.2919855,-0.39329425,-1.0847268,-11.292301,16.051964,-44.229507,17.769188,-0.20109886,-1.1977073,-8.652929,16.559439,-43.762184,19.210972,-0.37713516,-1.0759834,-1.9925126,10.960512,-29.969181,27.625996,0.021447744,-0.32132626,0.21177109,11.281585,-34.61235,21.384228,-0.91856635,0.57953906,-2.9391088,10.370852,-27.563734,20.284657,-0.28293562,-0.75201774,-2.9740603,10.537705,-35.764618,20.801975,-0.73813367,0.13124013,887.9088250679046,836.4875153052366,1.739993853371598,1675.1285447600137,1900.6436268228272,1221.2193622690718,661.5984121698335,0.016304816988950276,0.017568273779526928,0.9608378111982335,0.5475177,0.3431495,0.54167974,0.36927497,0.5024968,0.39688894,0.47508192,0.4122764,0.44451144,0.41580698,0.4503835,0.41661137,0.45301145,0.4081377,0.4335422,0.38713935,0.5012996,0.398351,0.51548326,0.3732891,0.48461273,0.33954796,0.48596418,0.3209332,-0.0003340834919377803,0.07568679422642262,-0.0034559634352916762,0.07267955163204956,-0.004339448467041512,0.1300921361870775,0.03166081492778753,0.15420819129654093,-0.011992470260141672,0.04458721549843725,-0.0003518622850314784,0.04817718299362711,[172.265625],17,4.053133514986376,0.12161221,0.103455916,1.4972174,25.81241234468194,13.734018354558403,413.42056344982524,266.0230526199665,1807.132142653958,1297.7600602802906,0.88689023,242.22897764633223,34.670490235910734,139.3941668115768,300.528856485967,-0.715084142608914,0.4567869779486511,161.13468967439022,0.5469613259668509,4.194285714285714,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/JE_f09.wav,JE_f09.wav,JE,Fear,09,SAVEE
-453.28384,88.77956,-600.5536,-266.17444,0.07912384,-1.2684382,110.983795,72.00015,-50.78415,259.93713,0.10237278,-0.4819014,37.794987,30.43599,-42.132973,117.32643,-0.1651013,-0.009772301,52.80882,44.105854,-33.920372,158.3742,0.6406793,-0.645257,6.5037284,29.51273,-82.43517,68.04155,-0.4033913,0.19682264,6.656642,26.267736,-67.50319,74.49315,-0.14183539,0.41844296,-14.10971,22.801643,-68.8432,31.063868,-0.52402914,-0.61395144,-3.4474757,16.493282,-68.80347,34.61567,-0.76975876,1.3027382,3.7602394,13.058395,-31.43612,40.911987,-0.07994411,0.44101715,0.1308801,13.347883,-35.968933,27.413675,-0.4971197,-0.47697186,0.12585159,11.9936,-30.016174,29.654942,-0.16277471,-0.39162612,2.172895,12.17396,-38.418182,26.870584,-0.88775635,0.41963506,2.313703,10.486405,-33.101532,27.35199,-0.4644231,0.3364253,742.5326033366247,836.1070150804978,1.7218142895568214,1451.8944691803497,1973.7975192771285,1150.6358075993307,705.0832911546387,0.005739373675847458,0.007509312758676306,1.3391048139277903,0.6453081,0.31170586,0.65549767,0.32888973,0.62404346,0.34256122,0.59538096,0.3721016,0.6034645,0.38139683,0.6162931,0.38054782,0.554404,0.38626912,0.5259255,0.37454042,0.5576727,0.3325468,0.6167944,0.29957855,0.60872495,0.26267603,0.6088701,0.28977162,0.0032568826661761485,0.046552460796532344,-0.019595256934178178,0.05552951239677782,0.0025986240884695766,0.12037804305401462,-0.03770491212480194,0.09491168391980753,-0.003291730544458532,0.03312856049755517,-0.012654815530167635,0.03165322348477173,[123.046875],28,5.129696405722926,0.05456551,0.020461606,1.5873418,23.99368374528071,13.308783860610733,171.0241752757175,131.53128759401062,1791.574192641481,1409.0875251372113,1.4842395,132.5118630671546,17.15783581074758,107.48759652776705,174.61411571650194,0.503403357489238,-0.854714227751479,67.12651918873489,0.4533898305084746,5.458412698412698,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/JE_n14.wav,JE_n14.wav,JE,Neutral,14,SAVEE
-196.34373,134.65851,-435.8374,63.22804,-0.40298393,-0.96072817,106.983955,63.890263,-44.431644,217.5079,-0.7382468,-0.59989953,-6.502774,39.762146,-73.661224,84.34794,0.31379214,-1.0552987,40.163536,25.256506,-4.500947,109.330246,0.65539765,-0.47658086,-14.198974,31.601603,-89.62726,55.45909,-0.18853997,-0.4328649,-8.439372,28.733501,-63.019623,64.81375,0.18831167,-0.22770643,-18.540127,18.271053,-50.728313,29.014727,0.4122292,-0.8017013,-6.1657515,15.626557,-47.004475,30.478607,0.23133542,-0.4360373,-13.001153,15.721618,-54.07707,19.914112,-0.21469532,-0.6947019,-6.547795,11.704655,-37.122887,18.38131,-0.10733965,-0.64258957,-5.6668067,11.833517,-32.028313,21.25812,0.048152417,-0.6219902,-6.652596,11.155633,-33.353897,18.712385,-0.45361695,-0.21049833,-3.2544022,7.2997417,-24.30835,11.729227,-0.65878963,0.07068443,1431.8567413876453,1178.8981989736062,1.9055476656596821,2531.6645111908783,1857.7609747132149,1407.2146202886302,487.1290743975925,0.06654085726351351,0.07513565425630421,2.3786037506379305,0.36349177,0.33515924,0.35616633,0.3387424,0.36456966,0.33500916,0.3879788,0.3538569,0.44163892,0.37722194,0.43288958,0.37409788,0.32575643,0.3113766,0.31226522,0.32965922,0.33425298,0.32625085,0.32432258,0.3197612,0.35812098,0.33726016,0.38585165,0.359291,-0.018397128670572818,0.06105502686559554,0.0012600532850552395,0.06855322161015047,-0.002843087176616653,0.11190554161567227,0.027583749698021427,0.12017432485088349,-0.004317728931976192,0.033885914099932246,-0.0017387203985472456,0.03590094300428076,[123.046875],19,4.442641725520137,0.29203075,0.22705325,0.29742992,24.409879751855126,13.121070429343796,875.7460038825202,394.9416297740564,1779.004343576589,1384.4803505909638,0.62355685,236.69960674785517,112.04353977818032,86.30425076864258,535.48154601506,1.4284899796613986,1.242904028199499,449.1772952464174,0.6378378378378379,4.276734693877551,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/JK_a10.wav,JK_a10.wav,JK,Anger,10,SAVEE
-447.83594,109.50682,-625.316,-226.12999,0.06406659,-1.1889707,135.00479,73.24317,-23.227964,267.7111,0.05728904,-1.0691596,25.399952,36.17214,-56.18619,115.753006,-0.28910175,-0.34883022,44.705242,41.289074,-39.180313,164.17407,0.9057546,0.1453166,14.829339,29.169975,-60.98502,100.0338,-0.0106400205,0.6271241,6.4731493,23.254808,-55.279922,79.616425,0.1418228,0.5850606,-13.461767,22.133509,-66.491394,24.19724,-0.34241068,-0.8277769,-4.131276,17.428427,-51.19525,38.734425,-0.49251422,-0.35369492,2.880012,15.0287075,-36.546127,38.92656,-0.23087154,-0.28396368,3.7177448,12.417092,-43.361603,33.676056,-0.68184024,1.0686293,1.1582144,14.024902,-35.286118,48.195793,-0.15301858,-0.0770545,1.0788978,10.971264,-31.767445,24.43621,-0.2981359,-0.3287084,2.3700764,11.646573,-39.100983,25.018883,-0.72099274,0.6568694,589.154200391825,616.9557611339366,2.275188615143992,1128.622909330986,1621.0302369501333,1014.2513703401031,609.2794940007966,0.00933006895539906,0.011105259367135493,0.9538337504896266,0.68199337,0.28700823,0.6318657,0.33837327,0.5491837,0.37010527,0.5232518,0.40646607,0.5387002,0.4046254,0.56608146,0.39356777,0.57289475,0.390167,0.5344788,0.38309288,0.5198915,0.37013403,0.53978705,0.3589594,0.5783639,0.314485,0.62323284,0.26541036,0.0031879851790924825,0.06344547633953315,-0.008224315460956666,0.0652658451484274,-0.005659033386955311,0.13758669368132653,0.028254856722769995,0.12298534705049817,0.003202115539230601,0.04063245909695464,0.007027193804450817,0.034247430911633216,[135.99917763],23,4.655998677977305,0.060510725,0.024589548,0.9741758,24.702033314068498,12.658993947021424,188.7033789020181,135.3973016088198,1674.567185466863,1261.8199038413893,1.7569736,125.77060913410058,11.572089759507335,99.71184887709214,163.86452094349724,0.7363821374321119,1.4257950016778285,64.1526720664051,0.5539906103286385,4.939863945578232,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/JE_n28.wav,JE_n28.wav,JE,Neutral,28,SAVEE
-274.2816,126.7406,-431.34558,1.5184083,0.12832788,-1.2523493,95.02235,67.353966,-66.12323,203.08939,-0.23155199,-1.2798866,3.9687378,38.05305,-94.94589,81.53705,-0.5170178,-0.43518162,31.620506,20.722313,-31.923767,85.88429,0.045686044,0.10439229,-2.1230462,25.984495,-83.30366,42.402256,-0.87961036,0.23159456,-13.323511,31.168339,-77.727615,43.51785,-0.3008699,-1.0491095,-8.593956,19.045513,-55.273975,37.66278,-0.20735796,-0.51514363,-3.362275,14.241917,-36.94318,34.143024,-0.2501494,-0.11926818,-13.791077,16.908392,-63.860176,12.830521,-0.7415327,-0.135571,-2.7636356,11.91107,-38.00057,22.433392,-0.38550168,-0.22595048,-4.8396072,10.315134,-35.417458,23.342442,-0.49282616,0.24923563,-9.037755,11.059621,-48.536285,5.9341145,-0.69418794,0.0181489,-1.3618733,6.9145207,-20.864435,15.9159565,-0.31137678,-0.10530186,1161.363629763085,1057.4637536245507,2.2187721025852105,2202.6200143914475,1946.642262127284,1354.2973264480147,557.206370087657,0.04351806640625,0.05958222113026292,3.0504385986856586,0.4177153,0.34465265,0.4713713,0.35399833,0.47189483,0.32060748,0.49244207,0.36002108,0.47650567,0.3683023,0.50975525,0.38658822,0.54184383,0.38115707,0.45253652,0.3481376,0.39558086,0.34648395,0.4084714,0.35863513,0.40787324,0.33969522,0.388263,0.32001027,-0.011189868593189526,0.07211068192229333,-0.007677603690748203,0.07589814291754723,-0.003599088191741448,0.11735918124001918,-0.027335059914836413,0.12173979863307054,-0.00040593543955018863,0.03390436118538709,0.0116103309938856,0.04075287508138957,[161.49902344],18,5.110673310928266,0.15821494,0.17048055,1.3008231,24.681363052912275,13.187801593235564,600.2449456887325,350.7508961410231,1748.9209566157078,1325.193057288274,0.5100645,180.91942209360394,48.633854442244846,83.3644111580719,298.79793764201077,0.8269541696814585,0.22358578377130778,215.43352648393886,0.5657894736842105,3.5220408163265304,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/JK_a04.wav,JK_a04.wav,JK,Anger,04,SAVEE
-601.705,95.52367,-731.6005,-377.5161,0.23010592,-1.2293336,125.60514,67.348434,19.10506,244.83237,-0.050755844,-1.5263883,37.353157,29.612572,-39.23269,99.98123,-0.3610672,-0.043189764,28.419569,23.696299,-9.1163645,127.84161,1.661943,4.453042,9.882489,28.024076,-58.161873,63.417625,-0.66416425,-0.15990543,-11.79379,29.920313,-90.1631,25.128868,-0.7357048,-0.52811027,-3.8527505,17.062737,-41.81703,28.166504,-0.40312934,-0.89143586,3.4348226,14.931005,-43.224514,34.171482,-0.7427722,0.7178924,-6.344024,14.935443,-54.19583,12.321527,-1.0081154,0.2747078,-8.179432,13.583286,-45.74509,18.668755,-0.78125805,-0.024443865,-3.4812148,10.045118,-32.74649,21.513424,-0.39865857,0.5700841,-4.7174735,12.984039,-40.805313,24.788502,-0.5760446,0.40146065,1.4257349,8.779895,-18.319918,31.404243,1.0190679,2.0126715,732.7363059541993,310.62233651345286,5.32366672458395,1170.8300093529929,733.9468433499538,1310.6401561673172,580.8027486565295,0.018121423855633804,0.017739107006711732,0.8166484899530366,0.48883873,0.31950727,0.41806978,0.29114047,0.41243786,0.33479163,0.36408,0.33061957,0.42523903,0.39473692,0.40951496,0.3253504,0.4748748,0.345202,0.5276052,0.34782767,0.4723739,0.30278718,0.5212124,0.3508188,0.49853268,0.316979,0.47772276,0.30879322,-0.0028889122938847256,0.07331984866722265,0.024159018070820104,0.0910312775877431,0.03726313072978145,0.09254365441758929,0.01440493353891708,0.14912782830594792,0.012011656945590279,0.03842832696537837,-0.006609393890396102,0.044989487775940855,[75.99954044],12,3.6473409974361095,0.0076713376,0.008523054,2.1243134,23.448485513675593,11.148517725507611,467.3125375656478,96.40968226216567,1585.1290985064043,1299.389688109888,0.090090215,115.89041084436194,17.154440513866007,76.88834637984607,142.65235101161107,-0.5349121248134173,-0.621505738228167,65.764004631765,0.5352112676056338,3.2900680272108844,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/KL_d08.wav,KL_d08.wav,KL,Disgust,08,SAVEE
-401.84552,91.83229,-542.76794,-225.74487,0.120787114,-1.2460741,114.76579,68.148506,-45.123,237.68335,-0.2455565,-0.8831241,29.883942,32.112225,-62.31121,110.85408,-0.4141022,0.14970756,32.080765,33.094177,-44.855637,134.66779,0.6609087,0.44713593,13.276664,22.383793,-56.64044,69.45155,-0.49306765,0.37726426,5.565358,20.331457,-51.085342,72.83966,0.5691722,1.4472971,-16.113312,22.081675,-73.15755,28.43615,-0.33183745,-1.0075712,-4.4277153,13.352644,-40.55214,30.832747,-0.3446297,-0.45791793,-2.8442152,15.471154,-55.192913,29.349174,-0.64456683,0.22564173,-10.223745,18.164951,-52.334747,29.073076,-0.10341066,-0.79215336,3.9858816,12.2668705,-34.91857,39.051895,-0.3359231,0.99881506,1.9615129,11.132953,-23.405176,38.31228,0.30236197,0.39352465,-4.7933846,11.358722,-38.335274,15.944577,-0.46845627,-0.50860167,643.1849657641307,767.3287274760955,2.6572909670464795,1094.0708316391729,1595.7378202239393,958.1432290320055,576.5300057637796,0.013818903926579926,0.013926500173993026,0.6315300495143307,0.47318527,0.38134733,0.4472929,0.38183525,0.5042276,0.39135918,0.60355717,0.38550982,0.66002446,0.34572762,0.6345104,0.38512596,0.5087992,0.4198378,0.39383316,0.41078684,0.3610027,0.3976312,0.35529503,0.3738255,0.37589306,0.34386948,0.42221993,0.34894565,-0.015071229140814064,0.11150902993154023,0.006556488325842879,0.09534689381618694,0.011269418714865235,0.16928476664463263,0.05274014269974607,0.14622654920651892,-0.0012774399593294683,0.05174385236293754,0.009812936508339108,0.051790718620596275,[161.49902344],23,3.6939246720517436,0.07824641,0.041019708,0.95558983,25.696893344603115,12.487683879292582,222.40568951877032,134.56059574673876,1549.532714866048,1213.808251364377,1.9749609,167.45061491447052,13.482041973574608,133.87038650376502,204.08500572708806,-0.29315224279061475,0.29033776303144876,70.21461922332304,0.6282527881040892,6.226439909297052,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/DC_sa11.wav,DC_sa11.wav,DC,Sad,11,SAVEE
-386.48218,88.856125,-552.8212,-232.11197,-0.48156384,-0.95806265,122.9787,66.12952,-37.215805,234.39877,-0.28904974,-0.98147774,22.28749,31.293734,-43.526215,99.898575,-0.009833455,-0.559459,36.344246,42.449177,-55.83851,142.4808,0.11414051,-0.40678573,17.711973,26.006485,-34.26458,83.883385,0.54110414,-0.09817481,8.001889,22.092056,-37.506874,79.53575,0.62831455,0.66623044,-24.505316,26.451433,-73.133835,31.869926,0.08129987,-1.1300645,-3.8078654,15.929635,-47.470036,23.368368,-0.28861323,-0.805655,-1.4897029,14.545146,-33.42266,28.167099,-0.15440784,-0.8585465,-15.909811,16.651669,-47.572884,21.134754,0.39397228,-0.8504858,-2.8956828,12.387509,-33.08359,33.543617,0.07132845,-0.25131345,-0.8778928,11.61631,-30.68245,29.291998,-0.18312204,-0.3275869,-2.5538118,10.344033,-38.355286,20.115383,-0.35686046,-0.07849836,716.3951044947112,708.4912132971317,2.539263247621323,1312.6325504954268,1603.7545130103128,1035.5667329249607,594.3388605374681,0.01861185213414634,0.013756052374456254,0.061002387262234885,0.36578816,0.386329,0.34897155,0.37464207,0.38422158,0.4051325,0.42310604,0.40725344,0.5404418,0.3877096,0.6222544,0.37373164,0.51465565,0.40478104,0.3779616,0.40262812,0.29936147,0.38582394,0.25790837,0.35117373,0.24986647,0.3256242,0.30706564,0.35803625,-0.005465974736944801,0.10083088961364743,0.01603226629779872,0.15374940498932282,-0.03795328192503768,0.21949048188169806,-0.00916447936125705,0.16839493920189735,-0.01646430356877514,0.05928901716182278,0.0012262812111435801,0.06866484946621172,[135.99917763],23,4.849258483692378,0.095724225,0.05027204,0.56315875,27.21231928370562,12.377062098985082,313.7319928281807,179.97787753833688,1677.056502299174,1138.2704495780285,4.744798,177.13305399209312,13.132876016995324,144.30989148811935,211.28204791122093,0.0005827924597742124,-0.1401488947197853,66.97215642310158,0.7609756097560976,4.742993197278912,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/DC_sa05.wav,DC_sa05.wav,DC,Sad,05,SAVEE
-561.9682,82.673546,-700.52893,-409.71265,-0.2254965,-1.135713,104.74758,66.13384,-40.430305,215.62265,-0.23332965,-1.1376469,23.319616,34.383305,-78.92898,89.611694,-0.49356145,-0.07819271,33.440807,31.648464,-37.522484,122.67944,0.7158043,0.34852624,10.903937,31.70836,-82.08818,82.034225,-0.508797,-0.12843204,1.2679287,23.202278,-74.13373,53.58565,-0.54740614,0.78887177,-9.99038,18.483469,-48.64283,23.26236,0.003248296,-1.1478696,-6.257069,14.721782,-50.424957,27.884422,-0.47889927,-0.16609788,-11.178595,16.312914,-55.666595,14.23271,-0.37355292,-0.80263925,-13.274662,15.141609,-48.121925,25.147732,-0.08141954,-0.54290676,-4.405633,11.2274475,-29.028275,23.417599,-0.02680572,-0.59839344,-7.1154766,11.369089,-36.985306,18.476547,-0.40719762,-0.54888606,-5.6319985,10.838906,-40.344704,20.082668,-0.25778195,0.11663675,1107.0570931068337,977.3054921957507,2.320725504334911,1939.3894143300513,1609.7218681282861,1365.5249884537632,591.576927252563,0.044550647474315065,0.06379032211288277,2.5014212984495168,0.3406695,0.29015118,0.38035685,0.32562843,0.39174345,0.336648,0.38335514,0.34291098,0.39985943,0.36048642,0.4467739,0.33455715,0.4399224,0.32670224,0.4279713,0.34102175,0.4535453,0.33682021,0.4601279,0.34696072,0.4646769,0.37363932,0.38890013,0.33750895,-0.009174795102680685,0.07876126750608205,-0.0040747646839726665,0.08067723839388308,-0.02052455603413027,0.15682013402668543,-0.030614759832021537,0.10610351959589713,-0.006220192009585418,0.04803254632762598,-0.005361784869495561,0.03364108000670704,[95.703125],20,5.923756817021734,0.008988651,0.0087485695,1.5113862,24.415476700951867,11.535628844571976,541.0154484916121,133.64851499455244,1766.5066598594465,1438.5962479918403,0.74841887,188.62794488142973,68.63360086266384,123.47082531403102,389.7377084050387,1.6997993331088803,1.9243447987537792,266.2668830910077,0.6164383561643836,3.376235827664399,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/KL_h05.wav,KL_h05.wav,KL,Happy,05,SAVEE
-562.0524,102.716415,-735.59424,-348.66135,0.044297744,-1.1189915,132.06874,69.336044,-33.22677,236.7984,-0.25919923,-1.2803347,24.468596,37.82038,-69.2596,116.336624,-0.15426739,-0.06408477,33.756466,34.637245,-50.646523,125.373856,0.54232574,0.12741137,5.992806,29.50234,-65.41049,83.47644,0.0631214,0.17098212,-11.155396,27.083788,-94.18762,49.74255,-0.43311208,-0.126302,-9.933923,18.575382,-51.440586,25.423927,-0.4251142,-1.0185353,0.46461773,15.289417,-34.52658,40.856194,-0.13778757,-0.24770474,-7.5472064,17.027937,-48.527084,36.19746,-0.41858754,-0.41416144,-11.970891,14.277625,-43.83452,15.600235,-0.17422085,-0.8494673,0.24027187,13.234049,-34.609486,44.748627,0.16565056,0.62539124,-3.9106865,14.171057,-44.39614,29.74215,-0.41232917,-0.1459012,-1.9342513,10.87204,-30.503204,22.899136,-0.22070844,-0.07011461,846.5317296184305,651.6481576527502,2.453480208287493,1499.0803355452406,1423.789369820246,1214.3411514158113,561.6432024604545,0.02364180177824268,0.023427328650548696,1.6645794962511926,0.40613878,0.33679938,0.41549024,0.3282358,0.44097006,0.33187324,0.46303913,0.3597729,0.41056427,0.33771163,0.44521588,0.3718059,0.4505239,0.35233107,0.45601627,0.34227777,0.42949998,0.34562555,0.41098267,0.35799074,0.4297487,0.3456511,0.42978483,0.34390324,-0.0033250426313743827,0.06165516801592825,0.01715564860689929,0.06879517098553352,0.019317173843259868,0.1312762202382405,-0.0008729187787269587,0.10449572480543605,-0.0026053611752530357,0.03222098906158159,-0.009446692771851093,0.0359376206186376,[198.76802885],27,4.8843620014931615,0.011170152,0.009608054,1.0848814,24.031804602647387,11.482839810873907,429.11870293568717,147.10878172082585,1607.7572931430552,1245.3713005811721,0.29962558,143.08001391944867,38.531650744726264,79.59980805922079,241.30149553281768,0.6533950300929674,-0.31480962141977686,161.7016874735969,0.4895397489539749,5.5278458049886625,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/KL_h11.wav,KL_h11.wav,KL,Happy,11,SAVEE
-543.2795,101.53627,-698.9133,-367.8635,-0.22586589,-1.3869753,127.86979,71.94847,-49.750343,224.70523,-0.46956608,-1.1784995,27.801771,31.573412,-61.810528,102.50052,-0.5524348,0.72433305,15.186371,24.526611,-55.470642,87.478226,-0.18458888,1.0534277,-11.403942,25.116415,-61.96309,22.956509,-0.30014923,-1.1993655,-13.974689,30.05035,-87.03166,51.567627,-0.39506844,-0.33990788,-6.9610896,16.349142,-53.783157,23.164707,-0.4814755,-0.3655436,4.1952634,12.662691,-25.561098,31.380566,-0.26299426,-0.4903474,-12.36051,17.743713,-52.97975,16.825146,-0.3098298,-1.0055225,-17.991188,17.590904,-52.17984,10.731562,0.19901955,-1.2784562,-1.8693181,11.028604,-30.204136,19.87098,-0.57555604,0.06656933,-1.6780553,10.64948,-26.425667,20.183243,-0.32010424,-0.46784353,2.594457,9.875847,-26.880613,26.513638,-0.53014606,0.68994737,943.9430306435793,772.0126540300175,3.8770514400469938,1591.483154296875,1373.1863535263624,1273.8414693299903,636.1316301102324,0.0386474609375,0.05072086950461856,3.2797212727745033,0.37555206,0.34404626,0.40104753,0.3413945,0.33687818,0.2998435,0.31523332,0.30665943,0.37104544,0.35285914,0.4527465,0.37379155,0.4566653,0.36034447,0.47030023,0.34604102,0.4682403,0.33267874,0.41809165,0.3422146,0.40585575,0.39496675,0.3646167,0.35767436,-0.012052698099395433,0.08722327093736156,0.0042234357115675325,0.07592265173917616,-0.004898364841938531,0.14555077838042077,0.022997995287489918,0.13661727355880943,0.015135059548157878,0.04645219695401364,-0.010013142216484932,0.037269439162524946,[107.66601562],13,4.690721649484536,0.012462074,0.010712036,0.7248555,24.43066254733194,11.201287658202816,546.7166647370888,114.47177063733845,1607.2518994585232,1251.897243977335,0.8850109,270.91382339778033,127.44209829208329,133.09934981412218,520.2374258519452,0.7019426749569346,-0.9977040912259434,387.138076037823,0.6,2.7714285714285714,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/SURREY/Audio/KL_h10.wav,KL_h10.wav,KL,Happy,10,SAVEE
