mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_1_skew,mfcc_1_kurtosis,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_2_skew,mfcc_2_kurtosis,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_3_skew,mfcc_3_kurtosis,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_4_skew,mfcc_4_kurtosis,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_5_skew,mfcc_5_kurtosis,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_6_skew,mfcc_6_kurtosis,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_7_skew,mfcc_7_kurtosis,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_8_skew,mfcc_8_kurtosis,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_9_skew,mfcc_9_kurtosis,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_10_skew,mfcc_10_kurtosis,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_11_skew,mfcc_11_kurtosis,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_12_skew,mfcc_12_kurtosis,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max,mfcc_13_skew,mfcc_13_kurtosis,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_skew,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,zcr_skew,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,tonnetz_1_mean,tonnetz_1_std,tonnetz_2_mean,tonnetz_2_std,tonnetz_3_mean,tonnetz_3_std,tonnetz_4_mean,tonnetz_4_std,tonnetz_5_mean,tonnetz_5_std,tonnetz_6_mean,tonnetz_6_std,tempo,onset_count,onset_rate,rms_mean,rms_std,rms_skew,rms_range,rms_variance,rms_p10,rms_p90,rms_iqr,energy_entropy_mean,energy_entropy_std,harmonic_centroid_mean,harmonic_centroid_std,percussive_centroid_mean,percussive_centroid_std,harmonic_to_noise_ratio,alpha_ratio_mean,alpha_ratio_std,spectral_slope,hammarberg_index_mean,hammarberg_index_std,jitter_mean,jitter_std,shimmer_mean,shimmer_std,f0_mean,f0_std,f0_min,f0_max,f0_skew,f0_kurtosis,f0_range,voicing_ratio,f0_slope,f0_variation_coef,f1_bandwidth_proxy_mean,f1_bandwidth_proxy_std,duration,sample_rate,file_path,filename,actor_id,modality,vocal_channel,emotion,intensity,statement,repetition,gender
-427.11377,165.25752,-639.1896,-159.83351,0.12509063,-1.650283,45.139065,42.4268,-86.193436,139.77208,-0.07269551,0.4456637,-15.436683,25.026438,-73.1165,36.01918,-0.75617343,-0.11247611,-1.1301705,16.938248,-41.61034,43.723495,0.26131123,-0.38373303,-0.7227585,20.87541,-70.53882,32.59114,-1.5641216,2.2059937,1.9657453,15.594941,-44.50521,29.387728,-0.76841503,-0.25930548,-13.529378,13.777472,-61.09574,14.602858,-0.70605516,0.47757268,-15.487787,13.4375305,-45.667152,17.50763,0.117679134,-0.6076603,-17.104061,15.768384,-73.03676,10.808586,-0.86227715,0.8737459,-9.546004,13.370765,-38.51171,11.480944,-0.40394095,-1.1907552,2.3383806,9.048262,-26.94205,19.887642,-0.64673114,0.36878037,-7.4597096,12.046742,-43.4355,18.411863,-0.6031508,-0.1933198,-7.364611,8.51305,-31.278736,7.061466,-0.52425706,-0.41225147,2625.5702276365437,1095.9627807901793,1.672383083754413,5101.457909578402,1785.2945576103352,2406.0114766342667,352.8746469304292,0.17290645802514792,0.12472781542537274,1.2594464638360685,0.38776755,0.29427183,0.3710864,0.2870612,0.32798305,0.3008973,0.33596346,0.29322568,0.4546629,0.33054492,0.51497656,0.36606503,0.4332586,0.31361586,0.48969242,0.3627254,0.41150516,0.2694741,0.35107768,0.24266441,0.39711738,0.31045285,0.3509448,0.2439691,-0.022764056746488917,0.05885661994118404,0.012077982619405327,0.06431504193099273,-0.037999253645649954,0.09964047260182486,0.009508415439424659,0.1120593250544962,0.013808114253483406,0.03563035832477321,-0.00798732571003501,0.03103584012001784,[161.49902344],12,3.0738133407681048,0.024839113,0.034685362,1.6081698,0.1582468,0.0012030742,0.00019531329,0.07118834,0.042789105,21.97680314874574,11.028231690142636,2235.7043186172514,758.977707821164,2860.799374116872,1292.5675127729057,-3.0692008,0.69073236,0.5648348,-5.758939895654079e-05,11.086505,14.207577,0.0007650374421452891,0.0021160825260817685,0.046699863,0.07257802,637.4006264453708,558.0836196561419,67.36351322864422,1824.2055907861356,1.0458005185503805,-0.6382615134507166,1756.8420775574914,1.0,2.2566472478413826,0.8755617683784713,1.3136454,2.3718636,3.9039455782312924,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,Actor_01,audio-only,speech,Fear,Strong,dogs,02,male
-401.70172,186.90282,-632.5102,-48.332985,0.16997531,-1.542807,29.973305,54.705112,-144.51733,146.03403,-0.18923394,0.7259748,-15.743985,24.639017,-72.43106,47.693913,-0.1070579,-0.31309485,4.8785286,16.982233,-46.526825,45.415886,-0.17816068,0.41135788,-6.717307,22.711203,-79.69277,28.682465,-1.4735446,1.883357,-3.9170728,21.987354,-72.07893,38.593582,-0.89721686,0.51632404,-11.36485,13.7758875,-64.89402,17.17975,-0.9308124,1.3552551,-9.566884,13.69875,-42.283466,28.441944,0.3275724,0.014162779,-16.95793,15.91614,-55.233917,5.7133517,-0.60274273,-0.875432,-6.610147,10.4380245,-36.40956,23.752522,-0.24432687,0.049894094,-4.112581,9.846407,-39.32151,23.72919,-0.7519478,1.8388004,-8.695933,8.767328,-35.495834,10.759604,-0.65107125,-0.111050844,-3.1835449,7.1067743,-21.087433,23.015623,0.70193547,1.9273939,3374.649468498658,1304.3775862474286,0.6571133519394203,5998.139893942039,1870.9595445274288,2489.213086418832,336.5149591770573,0.26423107978351956,0.1752159694242696,1.0245409321577883,0.41941652,0.25941026,0.47006252,0.27901864,0.40252241,0.2544359,0.43786383,0.27751178,0.47656447,0.2746204,0.58223957,0.33713073,0.49266145,0.29056108,0.48029017,0.30357113,0.5356342,0.34053633,0.48769578,0.2958108,0.5086788,0.31670642,0.4275338,0.27491587,-0.04639306617373941,0.07528180895559551,0.014244045098198993,0.08057536452830737,-0.026683627737051747,0.10622210165767072,0.0018568542843169574,0.0947075256767583,0.004471443797808709,0.03174687071265244,0.0017144682286463725,0.0409064095562159,[184.5703125],15,3.6254124146397606,0.03281582,0.045223977,1.258485,0.15318315,0.0020452081,0.00011378463,0.11174588,0.05350542,20.946620751336482,11.315431044543729,3193.1561298189854,965.9538913688713,3396.7784346067074,1487.328896879249,-5.938154,0.43626347,0.4542959,-7.383482217776611e-05,4.7110643,7.2585974,0.0018795125879546245,0.003922442342409164,0.08414275,0.14027293,714.3366830250574,690.1292542157152,66.16789775117014,2205.0,0.8571242403843483,-1.016794660248795,2138.83210224883,1.0,-3.720116018917092,0.9661120177856108,1.4739254,2.7922266,4.1374603174603175,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,Actor_01,audio-only,speech,Anger,Strong,dogs,01,male
-546.11554,188.98778,-732.1194,-215.60342,0.28391117,-1.6235584,42.51581,59.24825,-83.14171,180.36755,0.66477776,-0.6867831,-6.0192432,22.10049,-78.0954,77.03095,0.28459552,3.1182466,12.6451235,25.018078,-34.04481,82.78099,0.8214011,0.019730806,-1.4078629,19.276705,-64.325806,41.65918,-0.95835656,1.6726131,-2.7939098,17.626902,-54.80407,49.14232,-0.13285542,1.1931849,-4.3140874,14.15081,-51.24723,35.509518,-0.68751866,1.559413,-1.4580283,10.559567,-31.824024,22.110598,-0.5538024,0.97532535,-12.457061,16.447424,-55.464653,20.175789,-0.8276043,-0.520838,-4.777245,11.738012,-55.921192,21.523335,-1.4238521,3.4890594,-0.85779715,10.942525,-42.855244,29.710976,-1.0168345,3.6348624,-4.7668247,9.106529,-33.638504,11.118362,-1.3766192,1.1464491,-0.7102531,7.348903,-17.453228,31.124928,0.76321405,3.6043396,3314.3681075727354,1534.0316656221753,-0.22771933885048787,6119.04004491018,2697.3401312072,2543.1744998674017,709.0092712026344,0.33357211358532934,0.27675054374312735,0.5847930997736785,0.47779444,0.29997832,0.5481274,0.32578388,0.5853615,0.31740576,0.5759214,0.3169262,0.4967018,0.305451,0.480875,0.31279448,0.47793505,0.3145674,0.4357083,0.27641508,0.4802054,0.3006295,0.564421,0.32417592,0.5338674,0.30618182,0.4391314,0.27746564,-0.0527387684547169,0.06549538391866484,0.012456684805711394,0.04495252570113854,0.04555227210421717,0.08461983143088116,-0.017867687269822623,0.07117769995565769,0.004508567720991727,0.019979620302457313,0.03033820093430941,0.027524150190198837,[112.34714674],10,2.5836008717456003,0.008675286,0.012278151,1.445283,0.052359667,0.00015075298,1.526062e-06,0.02762479,0.014669908,19.886293648548637,11.855293296801205,3228.0307582455343,1384.3951867777994,3485.8703473139135,1514.2439047267853,-6.4030714,0.6514929,0.83152294,-2.2704375912811257e-05,6.239809,8.34744,0.0023536405747011796,0.004035867512220816,0.025372574,0.04207138,445.6305724855559,575.5580688505152,65.23668639053254,2205.0,1.6485693486906843,1.388750908209805,2139.7633136094673,1.0,-4.718389023236223,1.2915587582785097,0.43870527,0.89971805,3.8705668934240363,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,Actor_01,audio-only,speech,Anger,Normal,kids,01,male
-603.3856,182.85968,-783.8757,-338.02997,0.2139215,-1.8148998,55.155254,60.562473,-49.340378,194.88028,0.642281,-0.9423039,-6.0278044,22.629396,-78.23067,74.44554,-0.20484975,2.2339916,9.1299,17.093695,-24.813038,59.12407,1.1099496,0.64689326,4.394856,16.504349,-55.609375,39.84378,-0.855984,2.7733912,-4.041097,15.707044,-60.32545,28.662537,-1.2131708,1.9916124,-8.073682,12.326449,-50.260445,5.8130474,-1.6468047,2.1629124,-12.255181,14.2015705,-50.86528,5.296335,-0.8888073,-0.3793571,-16.346151,19.433296,-67.294846,4.9707003,-0.7511905,-0.8868909,-4.0777416,9.189753,-27.526424,21.070435,-0.28339478,0.18861032,-3.449183,10.976403,-47.97296,15.9344015,-2.1702108,5.170945,-6.1606865,10.504643,-43.744026,8.429469,-1.6509296,2.2885976,-0.26365244,9.274956,-23.626083,34.8864,0.89260966,2.8765311,2798.9728367356474,1218.7100496172618,0.13206174171747134,5640.396254229698,2452.7842813355937,2549.7110791329746,642.5100951208874,0.38163378284235666,0.2986212236710925,0.1493322000032954,0.43299234,0.28049016,0.42407843,0.25648493,0.463977,0.27416283,0.44574374,0.2540446,0.46097055,0.27807388,0.4973399,0.31306568,0.5847157,0.34493083,0.60651886,0.35921198,0.51120836,0.31956828,0.414759,0.26456612,0.4587367,0.3046226,0.4284067,0.27597657,-0.042319154198512746,0.07409889263871743,0.0016863482604182573,0.043156472011903556,0.06430205581175813,0.08437319665004422,-0.014793180842783471,0.08558067820352813,-0.001937700069623324,0.02739122942390353,0.021037992966438507,0.032284201079818345,[107.66601562],10,2.7495136914559333,0.0056838747,0.0073221046,0.87700194,0.023323413,5.3613214e-05,9.470285e-06,0.017602855,0.0123780845,21.39875810426632,11.662284227360443,2521.1612198669873,1184.9717942339273,3007.896210155811,1351.827834626433,-3.4151032,0.8687843,0.8205552,-1.4098872308047694e-05,8.941138,8.861616,0.0013166080329167912,0.0025555531104914293,0.010272965,0.016094882,427.63372689796626,463.9027262266593,65.23668639053254,1717.209727434552,1.8747154459605115,2.2016191517747377,1651.9730410440195,1.0,0.4348295262428867,1.0848132339600014,0.3305375,0.5381423,3.6370068027210882,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,Actor_01,audio-only,speech,Fear,Normal,kids,02,male
-692.8558,185.0503,-864.93823,-363.55072,0.43060094,-1.5593973,55.363895,66.308495,-55.544846,194.97197,0.6976941,-0.8705323,-1.5483198,19.29041,-62.861954,59.571133,-0.696679,1.9365339,16.038307,19.345299,-17.147045,64.095764,1.0832633,0.062463284,8.8188095,17.269623,-42.89818,48.86811,0.07815437,0.82876825,-0.14658621,12.096331,-40.110405,24.488604,-1.1953723,1.9161539,-1.3733923,10.994115,-36.560844,22.071266,-1.2272393,1.4641895,-5.293179,11.992073,-35.411633,21.058563,-0.76940775,0.0037415028,-11.623184,17.111734,-55.42385,8.576141,-0.90926725,-0.6058631,-1.3482827,8.362705,-21.766293,17.010443,-0.6356879,0.16821456,0.8437145,9.127845,-40.727867,20.866905,-1.7638258,6.5923576,-2.6412783,9.430248,-31.94051,13.476921,-1.3718841,0.94686675,1.0172504,9.277677,-27.897533,39.858532,0.41174743,3.7159505,3264.835346905061,1519.0706395575392,-0.32110634226647516,6237.152099609375,2843.9429631697367,2675.836119195874,719.3312081325219,0.3805508083767361,0.2711372305594798,-0.08063235655000509,0.5984627,0.2979551,0.62357295,0.28943655,0.58694047,0.30420327,0.5343608,0.3200198,0.5340769,0.30152974,0.5540822,0.2995444,0.49524465,0.27581134,0.5469144,0.2915944,0.58202803,0.27348635,0.6303774,0.29387423,0.6280253,0.29596376,0.6219304,0.2978141,-0.08306101466203257,0.06197883741825756,0.031095042900797003,0.04607907528151607,-0.034025014287585614,0.10498358907338814,-0.06405116819466203,0.09421990090192903,0.017138596860789272,0.035708807094551716,0.0013095056282409101,0.025376407187072188,[161.49902344],10,2.99698262973333,0.0024186159,0.003525811,1.3038609,0.013045297,1.2431344e-05,2.846477e-06,0.007954429,0.004636941,19.88368440525053,11.905554428809907,2969.815122441311,1570.7893370161207,3429.1420872306167,1530.307639961352,-4.892968,0.87666786,0.9993526,-6.246800827743627e-06,9.560358,9.898721,0.0012447683848297044,0.003105103022614947,0.00548403,0.010023702,285.57009320611047,486.6935102177525,65.23668639053254,2205.0,2.486212368705739,4.731130668624802,2139.7633136094673,1.0,1.9051119295599181,1.7042873949209751,0.12424609,0.24616621,3.336689342403628,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-01-01-01-02-01.wav,03-01-01-01-01-02-01.wav,Actor_01,audio-only,speech,Neutral,Normal,kids,02,male
-727.1044,182.82188,-907.0835,-404.34543,0.27126592,-1.7024611,62.355034,68.40423,-44.316895,197.93816,0.590354,-1.1467375,3.1211812,22.141094,-68.588615,87.81911,0.11110612,3.2980094,15.064671,20.880312,-16.536648,69.48784,0.9744297,-0.11882186,8.132433,18.506634,-55.29126,47.888954,-0.37886477,1.7193375,1.9270849,12.202988,-30.309464,45.226048,0.24934477,1.815351,-3.2746565,12.599708,-46.386887,17.923204,-1.6887525,2.78192,-3.7617922,10.263985,-35.797577,12.886612,-1.2425095,1.0399528,-9.750298,13.5296335,-48.347492,8.65172,-0.84757763,-0.40676904,-4.853837,9.228118,-31.844368,9.419634,-1.1197011,0.5173063,0.99631596,11.612598,-46.258392,28.543129,-1.3262699,3.8642507,-3.1160696,8.898349,-31.229,9.657722,-1.5404464,1.6240616,0.546319,7.958457,-18.810059,30.56897,0.72176844,2.2434907,3226.498013638948,1626.0663154408203,-0.25382947810347617,6070.041073069853,3011.0672299353305,2629.6985349241463,744.0384172459362,0.3569846558415033,0.27607235281551673,0.29086740125676386,0.5150244,0.32018495,0.5645784,0.3063827,0.58587843,0.3103745,0.55403554,0.32751223,0.5314377,0.30076653,0.5373436,0.3007462,0.50124615,0.272326,0.5534422,0.2842892,0.57471603,0.2863201,0.6175555,0.29168323,0.65300184,0.2962155,0.55075973,0.30374464,-0.06708465431336767,0.07308088572798374,0.01470903878862288,0.06512115409572558,0.01779347709288738,0.08024927682724596,-0.08700581066602632,0.11656260477396103,0.018722814749898183,0.028072992290018528,0.007298863045506158,0.035175323101179726,[117.45383523],9,2.544622249576858,0.0016532314,0.0024402607,1.6522249,0.0109866485,5.954873e-06,2.2556433e-06,0.00504321,0.0028309547,19.324200225502594,12.129526182851484,2940.228933508129,1624.9030434694173,3349.233697109587,1655.7528354221265,-5.644109,1.0624331,1.3058939,-4.16940396514137e-06,12.259152,14.827238,0.002135875129831655,0.004168903374839828,0.0032560658,0.0055001904,364.71582411410566,558.2066459109329,65.23668639053254,2205.0,1.968369248469664,2.5168683685612256,2139.7633136094673,1.0,-0.8888800967954783,1.5305248881554927,0.07983378,0.15523915,3.53687074829932,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-02-01-01-01-01.wav,03-01-02-01-01-01-01.wav,Actor_01,audio-only,speech,Neutral,Normal,kids,01,male
-704.5413,201.42598,-946.82086,-450.7957,-0.12913245,-1.7657392,68.82944,76.13048,-84.9259,196.95557,0.061918154,-1.2522225,4.728954,20.752438,-61.869408,51.734756,-0.72299075,1.0403619,11.950602,19.42137,-28.537231,72.942444,1.1893657,1.123651,5.6388817,17.65256,-32.46552,48.0374,0.029730912,-0.11199498,5.8340945,11.834845,-24.578705,39.020226,0.14014284,0.4844792,-4.8624897,12.014304,-41.8573,20.402317,-1.0457919,0.7916672,-4.8627996,13.891215,-41.881027,26.940907,-0.49946928,0.2743261,-8.308453,14.063379,-40.866943,17.482708,-0.49998719,-0.7408633,-4.8761907,10.692221,-34.473072,12.642656,-0.84602314,-0.07208443,2.3179216,10.455301,-31.794743,25.310555,-0.62762964,1.435389,1.2227514,6.9180946,-23.148737,17.552319,-0.7591637,1.4821029,0.5954949,8.251189,-20.632954,31.743177,0.56986815,1.4850044,3113.155409759526,1832.373565579574,0.24328775119887194,5556.808706430288,3209.6623950724124,2478.7290499602145,740.8052983820374,0.33750965831043955,0.2952975281231883,0.4004139324054598,0.49778467,0.32847896,0.5520676,0.35165632,0.5046318,0.33050036,0.47701675,0.33836505,0.47272936,0.28756928,0.4426245,0.27355775,0.46608505,0.32242614,0.4744603,0.32253,0.48974144,0.29275528,0.56816596,0.2754602,0.681936,0.30452693,0.53782743,0.3135789,-0.06686149615795747,0.07979876581519411,0.031159989374634867,0.07417893498343683,-0.006556974795575785,0.11483085703266237,-0.08860848125602573,0.12788320856212204,0.01711537540469039,0.041911709229663724,-0.002008165848175188,0.04143960789336059,[135.99917763],10,2.378563800524255,0.0020959415,0.0022574468,0.49225742,0.0067517455,5.096066e-06,2.3832438e-06,0.005365154,0.00433007,20.479889174355627,11.930321772174965,2651.675563181616,1699.1898074265478,3307.667437139427,1818.6663564496794,-0.7758485,1.2857484,1.713151,-4.54695637541027e-06,14.41297,20.9148,0.002130750562041877,0.00409710512396234,0.0032402521,0.005231874,408.40066595396956,605.2390404960499,65.23668639053254,2205.0,1.802230076550022,1.8733688027710516,2139.7633136094673,1.0,-1.1373199774490241,1.4819736865074498,0.07710087,0.12617588,4.20421768707483,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-02-02-02-01-01.wav,03-01-02-02-02-01-01.wav,Actor_01,audio-only,speech,Neutral,Strong,dogs,01,male
-652.70056,197.30547,-852.8457,-367.94427,0.18367319,-1.8203639,57.02253,69.85067,-101.08098,208.83191,0.3205252,-0.9531727,0.4184397,22.725336,-70.777756,63.1322,-0.30768067,0.516515,18.289316,22.733356,-30.343798,86.58673,0.9559627,0.55603385,2.630988,19.456913,-57.729786,48.18755,-0.7898286,1.4642963,0.41835576,18.395832,-42.844643,46.71494,-0.16193682,0.4040699,-2.529273,13.273219,-41.772175,32.72042,-0.73677975,0.3473103,-6.284706,13.348994,-43.75107,21.33664,-0.72143924,-0.30491614,-13.434196,18.890228,-63.165604,10.729175,-0.66662174,-0.8649378,-3.6181443,11.496056,-36.043823,17.778284,-0.87130016,0.2320342,0.6169871,11.457886,-37.959026,27.612766,-1.1483034,2.5926337,-4.5894275,11.691517,-35.983677,16.847153,-0.8806675,-0.13951373,2.5763211,9.171532,-20.416862,43.59326,1.2171738,4.2132187,3184.6927661714712,1631.4738485098226,0.19226074973647167,5917.256927490234,2784.617975838792,2526.325681289389,751.2120658006813,0.396258544921875,0.30470337404567893,0.029888582960892182,0.5411505,0.30127114,0.5565625,0.31759205,0.5635253,0.328627,0.5411667,0.35887387,0.44684535,0.32138348,0.4563054,0.31333056,0.446865,0.2940916,0.47839022,0.30989605,0.5309717,0.33047,0.51591176,0.31957707,0.5823948,0.31666496,0.63037384,0.33489326,-0.06288615446244351,0.07240837343843123,0.009001660840797837,0.055531513227303084,-0.002046346804127505,0.11020198884028215,-0.059395124157891124,0.10060734034558345,0.01659710425443215,0.034218349192320474,-0.0025092108291572906,0.02933698993539348,[172.265625],10,2.6999889796368177,0.0037530952,0.0046494063,0.82363266,0.015056291,2.161698e-05,6.187962e-06,0.010851628,0.0077126566,20.713095187029257,11.828997327658827,2774.250868585131,1468.2898465827657,3307.6727263520893,1703.8206780082855,-5.2213507,0.9595774,1.1863759,-9.147537023866535e-06,11.744664,13.596192,0.0019957758653952563,0.004133066690860239,0.006733011,0.010455489,292.58117728329336,457.3947433491908,65.23668639053254,1683.4788444292967,2.2665081590987732,3.5737778669317253,1618.2421580387643,1.0,1.1635489326771202,1.5633088484915059,0.2017556,0.33145618,3.703718820861678,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,Actor_01,audio-only,speech,Happy,Normal,dogs,02,male
-559.92334,170.34732,-728.2488,-240.07092,0.3032268,-1.6306889,54.875935,56.89417,-26.547792,195.97415,0.6711741,-0.79446864,-11.518559,24.507143,-73.79603,54.279022,-0.3272279,-0.0748086,5.4953065,15.915641,-30.636934,51.063446,0.43991047,0.06635904,2.4158702,21.367651,-80.56778,41.807938,-1.4246172,3.5263033,-1.8642912,13.642968,-44.915657,38.087196,-0.14383486,0.91171885,-11.11178,17.476547,-57.66959,16.594479,-0.8895132,-0.0821507,-7.596748,12.936149,-48.875458,23.834803,-0.6389934,0.57133985,-14.508147,19.506649,-62.20516,12.174871,-0.7706536,-0.72185373,-7.4336433,17.009281,-45.759377,24.641119,-0.6838195,-0.57893014,3.2631516,9.815015,-32.37716,24.841522,-0.73868597,1.4975333,-7.8864737,13.446646,-45.8139,12.897491,-0.9050997,-0.15535808,-1.6498955,8.938029,-22.477108,31.877548,0.50630605,2.1993585,2615.557872392445,1320.4266566080655,0.6728112653805477,5040.278227010351,2477.687572048755,2385.4488949028037,628.7032833157887,0.25966610270700635,0.2106456766447047,0.5620853387632637,0.43268657,0.32568598,0.5040693,0.3305481,0.45587936,0.34095442,0.44023824,0.33696577,0.49942902,0.31741697,0.5637111,0.3341559,0.52320737,0.31509045,0.5630479,0.3190747,0.5645582,0.32071885,0.46252117,0.3150667,0.43685183,0.31250522,0.39663136,0.31943288,-0.030187335186252447,0.03983202732815243,0.015985883322813078,0.09011567530499784,-0.038475526378128684,0.09649963331520733,0.03511817313754396,0.11731335052062565,0.02117098285369673,0.035990912627138626,0.016609200217114574,0.03563340600790776,[112.34714674],11,3.0245027744871873,0.0082052145,0.01188266,1.7743096,0.057446647,0.00014119761,4.3065465e-06,0.023988994,0.013600532,20.96282623259642,11.854630196757133,2385.2456444158906,1268.3792807229934,2840.2535091214513,1415.8968350498267,-3.4907827,0.97085726,1.0838549,-2.0738741828035642e-05,21.319939,54.40324,0.002212713808094224,0.004242052232840337,0.018601827,0.033818007,591.1682756029369,613.4353351756,65.23668639053254,2043.605583674981,1.0238726180915925,-0.5283249423167575,1978.3688972844486,1.0,-0.9896322645848129,1.0376661950437869,0.44744435,0.8196196,3.6369614512471657,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,Actor_01,audio-only,speech,Happy,Strong,kids,02,male
-570.0003,178.76913,-772.3023,-291.3395,0.15711807,-1.6822718,29.231855,46.836136,-104.78727,134.54669,-0.13722628,0.4900911,-28.57205,37.010086,-129.87926,47.21391,-0.73399144,0.31577754,-1.171939,21.194775,-56.86538,57.26526,-0.1319302,0.34258485,-8.968902,19.822052,-66.07739,20.264175,-1.164289,0.6403537,-10.66074,16.084522,-70.03679,10.007383,-1.2452235,1.0284472,-13.617955,12.484456,-43.503,14.941334,-0.14853707,-0.80297065,-19.157396,15.685328,-72.58258,0.16826782,-0.719729,0.48490167,-4.766867,14.650677,-39.162384,32.20714,-0.34243932,-0.23540926,-3.6555245,12.275303,-36.82145,16.945671,-0.58639324,-0.6176646,-10.312673,9.640045,-35.80504,4.317043,-0.8162652,-0.19676018,-5.831186,10.559724,-40.735817,34.21608,0.27840728,3.2554865,-4.9526553,14.370474,-45.486237,20.739208,-0.47415897,-0.5427351,3385.1384989196113,1547.9255067655681,0.8157410072251062,5864.587933084239,2464.4249756860186,2420.0376936561524,586.2437199990853,0.3251437548524845,0.24315874957122863,0.6955012507862464,0.39715335,0.30786705,0.2801966,0.28114948,0.29168993,0.2970787,0.4332044,0.3549607,0.47925085,0.32691637,0.44495282,0.34232432,0.363575,0.29046467,0.37139452,0.27424034,0.4151984,0.35711145,0.37602854,0.3369585,0.45489758,0.3739284,0.49766403,0.38301504,-0.032446132089538775,0.11794406460120167,0.017732955881856437,0.11363404408066453,0.002089430670606228,0.1979123668395716,0.057405692279361424,0.12680322550654086,-0.00035199890258022867,0.061063255143156026,0.003917184496379442,0.061998706133122077,[99.38401442],14,3.746222831693021,0.008838922,0.011136394,1.0661553,0.044397335,0.00012401927,1.0557859e-05,0.024732184,0.016780065,21.107064787248525,11.835333257784326,2864.8258516447904,1298.644761464056,3702.598224801602,1724.1834003937665,-2.2811322,0.5134758,0.8265003,-1.6231283645739957e-05,8.620916,19.91232,0.0015550812209949997,0.003247338688883006,0.017998312,0.028320184,795.3170351091127,744.43409932941,66.00226116226308,2020.7547626030546,0.7174238864052489,-1.3421766740362535,1954.7525014407915,1.0,-5.309013850797274,0.9360218208166312,0.42351252,0.7472039,3.737097505668934,22050,/Users/will/Projects/SpeechEmotionCS3540/datasets/RAVDESS/RAVDESSData/Actor_02/03-01-06-01-02-02-02.wav,03-01-06-01-02-02-02.wav,Actor_02,audio-only,speech,Fear,Normal,dogs,02,female
